agency_cd	site_no	datetime	113455_00010_00001	113455_00010_00001_cd	113456_00010_00002	113456_00010_00002_cd	113457_00010_00003	113457_00010_00003_cd	113458_00060_00003	113458_00060_00003_cd	265533_00010_00011	265533_00010_00011_cd
USGS	14103000	12/29/52							4990	A	4.4	A
USGS	14103000	12/30/52							5080	A	6.7	A
USGS	14103000	12/31/52							4840	A		
USGS	14103000	1/1/53							4610	A		
USGS	14103000	1/2/53							4690	A	6.1	A
USGS	14103000	1/3/53							5080	A		
USGS	14103000	1/4/53							5080	A	7.2	A
USGS	14103000	1/5/53							5230	A		
USGS	14103000	1/6/53							5110	A	5.6	A
USGS	14103000	1/7/53							5140	A	7.2	A
USGS	14103000	1/8/53							5540	A	6.7	A
USGS	14103000	1/9/53							13300	A	7.8	A
USGS	14103000	1/10/53							10500	A	6.7	A
USGS	14103000	1/11/53							7720	A	6.7	A
USGS	14103000	1/12/53							8430	A	7.8	A
USGS	14103000	1/13/53							9090	A	7.8	A
USGS	14103000	1/14/53							8540	A	7.2	A
USGS	14103000	1/15/53							7760	A	6.7	A
USGS	14103000	1/16/53							7340	A		
USGS	14103000	1/17/53							8180	A	7.8	A
USGS	14103000	1/18/53							11200	A	7.8	A
USGS	14103000	1/19/53							18300	A	6.7	A
USGS	14103000	1/20/53							17900	A	6.1	A
USGS	14103000	1/21/53							16600	A		
USGS	14103000	1/22/53							13400	A		
USGS	14103000	1/23/53							12500	A		
USGS	14103000	1/24/53							11100	A		
USGS	14103000	1/25/53							9760	A		
USGS	14103000	1/26/53							9420	A	6.1	A
USGS	14103000	1/27/53							8750	A	6.1	A
USGS	14103000	1/28/53							8250	A	6.1	A
USGS	14103000	1/29/53							8470	A	6.7	A
USGS	14103000	1/30/53							8320	A	7.2	A
USGS	14103000	1/31/53							8720	A	7.8	A
USGS	14103000	2/1/53							9090	A	7.8	A
USGS	14103000	2/2/53							9460	A	7.8	A
USGS	14103000	2/3/53							10200	A	7.2	A
USGS	14103000	2/4/53							12100	A	7.8	A
USGS	14103000	2/5/53							12900	A	7.2	A
USGS	14103000	2/6/53							14800	A	6.7	A
USGS	14103000	2/7/53							14000	A	7.2	A
USGS	14103000	2/8/53							14200	A	7.2	A
USGS	14103000	2/9/53							13400	A	5.6	A
USGS	14103000	2/10/53							12500	A	4.4	A
USGS	14103000	2/11/53							10700	A	5.6	A
USGS	14103000	2/12/53							9830	A	6.1	A
USGS	14103000	2/13/53							9310	A	6.1	A
USGS	14103000	2/14/53							8900	A	6.7	A
USGS	14103000	2/15/53							8540	A	6.7	A
USGS	14103000	2/16/53							8290	A	6.1	A
USGS	14103000	2/17/53							8860	A	6.7	A
USGS	14103000	2/18/53							9720	A	6.1	A
USGS	14103000	2/19/53							8750	A	5.6	A
USGS	14103000	2/20/53							8180	A	5.6	A
USGS	14103000	2/21/53							7960	A	6.1	A
USGS	14103000	2/22/53							7860	A	6.1	A
USGS	14103000	2/23/53							7760	A	5.6	A
USGS	14103000	2/24/53							7540	A	5.6	A
USGS	14103000	2/25/53							7400	A	6.1	A
USGS	14103000	2/26/53							7370	A	6.7	A
USGS	14103000	2/27/53							7370	A	7.2	A
USGS	14103000	2/28/53							7130	A	7.8	A
USGS	14103000	3/1/53							7030	A	7.2	A
USGS	14103000	3/2/53							6890	A	6.1	A
USGS	14103000	3/3/53							6790	A	6.1	A
USGS	14103000	3/4/53							6860	A	7.2	A
USGS	14103000	3/5/53							6760	A	6.7	A
USGS	14103000	3/6/53							6720	A	6.7	A
USGS	14103000	3/7/53							6690	A	7.8	A
USGS	14103000	3/8/53							6720	A	8.3	A
USGS	14103000	3/9/53							6660	A	8.3	A
USGS	14103000	3/10/53							6930	A	8.9	A
USGS	14103000	3/11/53							7270	A	8.9	A
USGS	14103000	3/12/53							7400	A	8.3	A
USGS	14103000	3/13/53							7230	A	8.3	A
USGS	14103000	3/14/53							7060	A	7.8	A
USGS	14103000	3/15/53							6930	A	7.2	A
USGS	14103000	3/16/53							6790	A	7.8	A
USGS	14103000	3/17/53							6930	A	7.2	A
USGS	14103000	3/18/53							6860	A	7.8	A
USGS	14103000	3/19/53							6830	A	7.8	A
USGS	14103000	3/20/53							6890	A	7.8	A
USGS	14103000	3/21/53							6930	A	7.8	A
USGS	14103000	3/22/53							6860	A	7.8	A
USGS	14103000	3/23/53							6890	A	8.3	A
USGS	14103000	3/24/53							7030	A	8.9	A
USGS	14103000	3/25/53							7650	A	8.9	A
USGS	14103000	3/26/53							8180	A	9.4	A
USGS	14103000	3/27/53							8360	A	8.9	A
USGS	14103000	3/28/53							8000	A	8.9	A
USGS	14103000	3/29/53							7960	A	8.9	A
USGS	14103000	3/30/53							8140	A	9.4	A
USGS	14103000	3/31/53							8000	A	7.8	A
USGS	14103000	4/1/53							8000	A	8.3	A
USGS	14103000	4/2/53							7900	A	8.3	A
USGS	14103000	4/3/53							7440	A	10	A
USGS	14103000	4/4/53							7480	A		
USGS	14103000	4/5/53							7650	A		
USGS	14103000	4/6/53							8000	A	8.9	A
USGS	14103000	4/7/53							8140	A	8.9	A
USGS	14103000	4/8/53							8110	A	7.8	A
USGS	14103000	4/9/53							7510	A	7.2	A
USGS	14103000	4/10/53							7200	A	9.4	A
USGS	14103000	4/11/53							6960	A	8.3	A
USGS	14103000	4/12/53							6760	A		
USGS	14103000	4/13/53							6520	A	8.3	A
USGS	14103000	4/14/53							6360	A	8.3	A
USGS	14103000	4/15/53							6200	A	8.3	A
USGS	14103000	4/16/53							6000	A	8.3	A
USGS	14103000	4/17/53							5930	A	9.4	A
USGS	14103000	4/18/53							6000	A	10	A
USGS	14103000	4/19/53							6430	A	10.6	A
USGS	14103000	4/20/53							6590	A	12.8	A
USGS	14103000	4/21/53							7000	A	12.8	A
USGS	14103000	4/22/53							7480	A	12.2	A
USGS	14103000	4/23/53							8140	A	11.7	A
USGS	14103000	4/24/53							8360	A	10.6	A
USGS	14103000	4/25/53							8470	A	11.1	A
USGS	14103000	4/26/53							8290	A	11.7	A
USGS	14103000	4/27/53							8320	A	10	A
USGS	14103000	4/28/53							8940	A	10	A
USGS	14103000	4/29/53							10200	A	9.4	A
USGS	14103000	4/30/53							11100	A	9.4	A
USGS	14103000	5/1/53							9800	A	10	A
USGS	14103000	5/2/53							8720	A	8.9	A
USGS	14103000	5/3/53							7960	A	11.1	A
USGS	14103000	5/4/53							7540	A	12.2	A
USGS	14103000	5/5/53							7370	A		
USGS	14103000	5/6/53							7370	A	11.7	A
USGS	14103000	5/7/53							7510	A	11.7	A
USGS	14103000	5/8/53							7540	A	11.7	A
USGS	14103000	5/9/53							7510	A	9.4	A
USGS	14103000	5/10/53							7270	A	12.8	A
USGS	14103000	5/11/53							6960	A	13.3	A
USGS	14103000	5/12/53							6760	A	10	A
USGS	14103000	5/13/53							6620	A	12.8	A
USGS	14103000	5/14/53							6560	A	12.8	A
USGS	14103000	5/15/53							6560	A	11.1	A
USGS	14103000	5/16/53							6720	A	11.7	A
USGS	14103000	5/17/53							6860	A	11.7	A
USGS	14103000	5/18/53							6890	A	12.8	A
USGS	14103000	5/19/53							7060	A	12.2	A
USGS	14103000	5/20/53							7480	A	9.4	A
USGS	14103000	5/21/53							7680	A	10	A
USGS	14103000	5/22/53							7650	A	8.9	A
USGS	14103000	5/23/53							7400	A	8.3	A
USGS	14103000	5/24/53							7480	A	9.4	A
USGS	14103000	5/25/53							7370	A	10	A
USGS	14103000	5/26/53							7790	A	8.9	A
USGS	14103000	5/27/53							9010	A	8.9	A
USGS	14103000	5/28/53							9010	A	10	A
USGS	14103000	5/29/53							8750	A	10	A
USGS	14103000	5/30/53							8320	A	11.7	A
USGS	14103000	5/31/53							7960	A	10	A
USGS	14103000	6/1/53							7760	A	10	A
USGS	14103000	6/2/53							7620	A	11.1	A
USGS	14103000	6/3/53							7580	A	10.6	A
USGS	14103000	6/4/53							7300	A	10.6	A
USGS	14103000	6/5/53							7100	A		
USGS	14103000	6/6/53							7100	A	10	A
USGS	14103000	6/7/53							7340	A	10	A
USGS	14103000	6/8/53							7540	A	10.6	A
USGS	14103000	6/9/53							7790	A	10.6	A
USGS	14103000	6/10/53							7650	A	10	A
USGS	14103000	6/11/53							7540	A	8.9	A
USGS	14103000	6/12/53							7620	A	11.7	A
USGS	14103000	6/13/53							7790	A	11.1	A
USGS	14103000	6/14/53							8140	A	11.1	A
USGS	14103000	6/15/53							8320	A	11.7	A
USGS	14103000	6/16/53							8000	A	13.9	A
USGS	14103000	6/17/53							7510	A	14.4	A
USGS	14103000	6/18/53							7170	A	13.3	A
USGS	14103000	6/19/53							6890	A	11.7	A
USGS	14103000	6/20/53							6590	A		
USGS	14103000	6/21/53							6330	A	12.8	A
USGS	14103000	6/22/53							6200	A	12.2	A
USGS	14103000	6/23/53							6060	A	9.4	A
USGS	14103000	6/24/53							5830	A	10.6	A
USGS	14103000	6/25/53							5670	A	10.6	A
USGS	14103000	6/26/53							5640	A	12.2	A
USGS	14103000	6/27/53							5570	A	12.8	A
USGS	14103000	6/28/53							5640	A	10.6	A
USGS	14103000	6/29/53							5700	A	10.6	A
USGS	14103000	6/30/53							5700	A	10.6	A
USGS	14103000	7/1/53							5600	A	13.9	A
USGS	14103000	7/2/53							5570	A	11.1	A
USGS	14103000	7/3/53							5510	A	11.7	A
USGS	14103000	7/4/53							5540	A	11.7	A
USGS	14103000	7/5/53							5570	A	12.2	A
USGS	14103000	7/6/53							5600	A	12.8	A
USGS	14103000	7/7/53							5640	A	15	A
USGS	14103000	7/8/53							5600	A	15	A
USGS	14103000	7/9/53							5640	A	11.7	A
USGS	14103000	7/10/53							5480	A	10.6	A
USGS	14103000	7/11/53							5380	A	11.1	A
USGS	14103000	7/12/53							5350	A	11.1	A
USGS	14103000	7/13/53							5410	A	11.1	A
USGS	14103000	7/14/53							5670	A	10.6	A
USGS	14103000	7/15/53							6030	A	9.4	A
USGS	14103000	7/16/53							5770	A	11.7	A
USGS	14103000	7/17/53							5410	A	9.4	A
USGS	14103000	7/18/53							5540	A	8.9	A
USGS	14103000	7/19/53							5510	A	8.3	A
USGS	14103000	7/20/53							5480	A	11.7	A
USGS	14103000	7/21/53							5050	A	11.1	A
USGS	14103000	7/22/53							4840	A	11.7	A
USGS	14103000	7/23/53							4840	A	11.7	A
USGS	14103000	7/24/53							4810	A	10.6	A
USGS	14103000	7/25/53							4750	A	10	A
USGS	14103000	7/26/53							4720	A	10.6	A
USGS	14103000	7/27/53							4750	A	10.6	A
USGS	14103000	7/28/53							4750	A	9.4	A
USGS	14103000	7/29/53							4780	A	8.9	A
USGS	14103000	7/30/53							4750	A	14.4	A
USGS	14103000	7/31/53							4750	A	15.6	A
USGS	14103000	8/1/53							4750	A	17.8	A
USGS	14103000	8/2/53							4810	A	17.8	A
USGS	14103000	8/3/53							4840	A	16.1	A
USGS	14103000	8/4/53							4960	A	17.8	A
USGS	14103000	8/5/53							4990	A	19.4	A
USGS	14103000	8/6/53							5080	A	19.4	A
USGS	14103000	8/7/53							5170	A	17.8	A
USGS	14103000	8/8/53							5170	A	17.8	A
USGS	14103000	8/9/53							5110	A	17.2	A
USGS	14103000	8/10/53							5020	A	17.2	A
USGS	14103000	8/11/53							4960	A	17.2	A
USGS	14103000	8/12/53							4960	A	17.2	A
USGS	14103000	8/13/53							4960	A	17.8	A
USGS	14103000	8/14/53							4900	A	18.3	A
USGS	14103000	8/15/53							4840	A	16.7	A
USGS	14103000	8/16/53							4810	A	17.2	A
USGS	14103000	8/17/53							4810	A	17.2	A
USGS	14103000	8/18/53							4750	A	18.3	A
USGS	14103000	8/19/53							4750	A	18.3	A
USGS	14103000	8/20/53							4750	A	18.3	A
USGS	14103000	8/21/53							4780	A	16.1	A
USGS	14103000	8/22/53							4780	A	16.1	A
USGS	14103000	8/23/53							4810	A	16.1	A
USGS	14103000	8/24/53							4930	A	15.6	A
USGS	14103000	8/25/53							4930	A	15.6	A
USGS	14103000	8/26/53							5020	A	15	A
USGS	14103000	8/27/53							5350	A	15	A
USGS	14103000	8/28/53							5440	A	15	A
USGS	14103000	8/29/53							5440	A	14.4	A
USGS	14103000	8/30/53							5540	A	15	A
USGS	14103000	8/31/53							5510	A	16.1	A
USGS	14103000	9/1/53							5480	A	17.2	A
USGS	14103000	9/2/53							5480	A	18.3	A
USGS	14103000	9/3/53							5350	A	16.1	A
USGS	14103000	9/4/53							5170	A	15.6	A
USGS	14103000	9/5/53							4990	A	17.8	A
USGS	14103000	9/6/53							4960	A	18.3	A
USGS	14103000	9/7/53							4960	A	18.9	A
USGS	14103000	9/8/53							4960	A	18.3	A
USGS	14103000	9/9/53							4900	A	18.3	A
USGS	14103000	9/10/53							4840	A	15.6	A
USGS	14103000	9/11/53							4810	A	17.8	A
USGS	14103000	9/12/53							4690	A	16.1	A
USGS	14103000	9/13/53							4660	A	17.2	A
USGS	14103000	9/14/53							4750	A	17.2	A
USGS	14103000	9/15/53							4750	A	15.6	A
USGS	14103000	9/16/53							4720	A	15.6	A
USGS	14103000	9/17/53							4660	A	16.1	A
USGS	14103000	9/18/53							4660	A	16.7	A
USGS	14103000	9/19/53							4660	A	15.6	A
USGS	14103000	9/20/53							4660	A	15	A
USGS	14103000	9/21/53							4580	A	15	A
USGS	14103000	9/22/53							4610	A	14.4	A
USGS	14103000	9/23/53							4640	A	13.9	A
USGS	14103000	9/24/53							4780	A	13.3	A
USGS	14103000	9/25/53							4720	A	12.8	A
USGS	14103000	9/26/53							4720	A	13.3	A
USGS	14103000	9/27/53							4780	A	13.3	A
USGS	14103000	9/28/53							4810	A	12.8	A
USGS	14103000	9/29/53							4870	A	12.8	A
USGS	14103000	9/30/53							4840	A	12.8	A
USGS	14103000	10/1/53							4870	A	12.2	A
USGS	14103000	10/2/53							4930	A	11.1	A
USGS	14103000	10/3/53							4900	A	13.3	A
USGS	14103000	10/4/53							4810	A	13.3	A
USGS	14103000	10/5/53							4780	A	12.8	A
USGS	14103000	10/6/53							4810	A	12.2	A
USGS	14103000	10/7/53							4780	A	12.2	A
USGS	14103000	10/8/53							4750	A	12.8	A
USGS	14103000	10/9/53							4720	A	13.3	A
USGS	14103000	10/10/53							4720	A	13.3	A
USGS	14103000	10/11/53							4750	A	12.8	A
USGS	14103000	10/12/53							4750	A	12.8	A
USGS	14103000	10/13/53							4750	A	11.7	A
USGS	14103000	10/14/53							4870	A	12.2	A
USGS	14103000	10/15/53							4930	A	11.7	A
USGS	14103000	10/16/53							4810	A	12.2	A
USGS	14103000	10/17/53							4810	A	12.2	A
USGS	14103000	10/18/53							4840	A	11.1	A
USGS	14103000	10/19/53							5020	A	11.1	A
USGS	14103000	10/20/53							4930	A	11.1	A
USGS	14103000	10/21/53							4840	A	11.1	A
USGS	14103000	10/22/53							4750	A	9.4	A
USGS	14103000	10/23/53							4780	A	9.4	A
USGS	14103000	10/24/53							4750	A	10	A
USGS	14103000	10/25/53							4750	A	10.6	A
USGS	14103000	10/26/53							4720	A	10.6	A
USGS	14103000	10/27/53							4660	A	10	A
USGS	14103000	10/28/53							4640	A	10.6	A
USGS	14103000	10/29/53							4640	A	11.1	A
USGS	14103000	10/30/53							4610	A	11.7	A
USGS	14103000	10/31/53							4610	A	10.6	A
USGS	14103000	11/1/53							4550	A	10	A
USGS	14103000	11/2/53							4720	A	10.6	A
USGS	14103000	11/3/53							5020	A	9.4	A
USGS	14103000	11/4/53							4990	A	7.2	A
USGS	14103000	11/5/53							4930	A	12.2	A
USGS	14103000	11/6/53							4930	A	9.4	A
USGS	14103000	11/7/53							4960	A	9.4	A
USGS	14103000	11/8/53							4960	A	8.9	A
USGS	14103000	11/9/53							5140	A	8.3	A
USGS	14103000	11/10/53							5170	A	8.3	A
USGS	14103000	11/11/53							5200	A	9.4	A
USGS	14103000	11/12/53							5350	A	10	A
USGS	14103000	11/13/53							5540	A	10.6	A
USGS	14103000	11/14/53							5570	A	9.4	A
USGS	14103000	11/15/53							5570	A	10.6	A
USGS	14103000	11/16/53							5600	A	10.6	A
USGS	14103000	11/17/53							5700	A	8.9	A
USGS	14103000	11/18/53							5480	A	8.3	A
USGS	14103000	11/19/53							5260	A	8.3	A
USGS	14103000	11/20/53							5230	A	7.8	A
USGS	14103000	11/21/53							5200	A	7.8	A
USGS	14103000	11/22/53							5480	A	8.9	A
USGS	14103000	11/23/53							8430	A	8.9	A
USGS	14103000	11/24/53							8720	A	8.3	A
USGS	14103000	11/25/53							7930	A	9.4	A
USGS	14103000	11/26/53							7230	A	9.4	A
USGS	14103000	11/27/53							6720	A	9.4	A
USGS	14103000	11/28/53							6890	A	9.4	A
USGS	14103000	11/29/53							6660	A	9.4	A
USGS	14103000	11/30/53							6390	A	9.4	A
USGS	14103000	12/1/53							6230	A	9.4	A
USGS	14103000	12/2/53							6060	A	9.4	A
USGS	14103000	12/3/53							6160	A	8.3	A
USGS	14103000	12/4/53							6290	A	7.8	A
USGS	14103000	12/5/53							6260	A	7.8	A
USGS	14103000	12/6/53							6590	A	8.3	A
USGS	14103000	12/7/53							6760	A	7.2	A
USGS	14103000	12/8/53							6490	A	6.7	A
USGS	14103000	12/9/53							6660	A	7.8	A
USGS	14103000	12/10/53							7930	A	7.2	A
USGS	14103000	12/11/53							7480	A	7.2	A
USGS	14103000	12/12/53							7230	A	7.8	A
USGS	14103000	12/13/53							7370	A	7.8	A
USGS	14103000	12/14/53							7170	A	7.8	A
USGS	14103000	12/15/53							7000	A	7.2	A
USGS	14103000	12/16/53							6830	A	7.8	A
USGS	14103000	12/17/53							6660	A	7.2	A
USGS	14103000	12/18/53							6490	A	7.8	A
USGS	14103000	12/19/53							6860	A	7.2	A
USGS	14103000	12/20/53							12700	A	8.3	A
USGS	14103000	12/21/53							13200	A	7.8	A
USGS	14103000	12/22/53							11300	A	6.1	A
USGS	14103000	12/23/53							9640	A	5	A
USGS	14103000	12/24/53							8720	A	5	A
USGS	14103000	12/25/53							8360	A	6.7	A
USGS	14103000	12/26/53							8210	A	6.1	A
USGS	14103000	12/27/53							8040	A	6.1	A
USGS	14103000	12/28/53							7820	A	6.1	A
USGS	14103000	12/29/53							7760	A	6.1	A
USGS	14103000	12/30/53							7510	A	6.1	A
USGS	14103000	12/31/53							7340	A	5.6	A
USGS	14103000	1/1/54							7270	A	6.1	A
USGS	14103000	1/2/54							7200	A	6.7	A
USGS	14103000	1/3/54							7170	A	7.2	A
USGS	14103000	1/4/54							7100	A	7.2	A
USGS	14103000	1/5/54							7720	A	7.2	A
USGS	14103000	1/6/54							7680	A	7.2	A
USGS	14103000	1/7/54							7580	A	7.2	A
USGS	14103000	1/8/54							7480	A	7.2	A
USGS	14103000	1/9/54							7300	A	6.7	A
USGS	14103000	1/10/54							7270	A	6.7	A
USGS	14103000	1/11/54							7200	A	6.7	A
USGS	14103000	1/12/54							7170	A	6.1	A
USGS	14103000	1/13/54							7100	A	5.6	A
USGS	14103000	1/14/54							7100	A	5.6	A
USGS	14103000	1/15/54							7270	A	6.1	A
USGS	14103000	1/16/54							7300	A	4.4	A
USGS	14103000	1/17/54							7130	A	4.4	A
USGS	14103000	1/18/54							7100	A	4.4	A
USGS	14103000	1/19/54							7130	A	4.4	A
USGS	14103000	1/20/54							7000	A	2.2	A
USGS	14103000	1/21/54							6860	A	1.7	A
USGS	14103000	1/22/54							7480	A	4.4	A
USGS	14103000	1/23/54							9950	A	5.6	A
USGS	14103000	1/24/54							8830	A	5.6	A
USGS	14103000	1/25/54							7960	A	4.4	A
USGS	14103000	1/26/54							7820	A	4.4	A
USGS	14103000	1/27/54							8000	A	5	A
USGS	14103000	1/28/54							12600	A	5	A
USGS	14103000	1/29/54							14800	A	5	A
USGS	14103000	1/30/54							13100	A	5	A
USGS	14103000	1/31/54							11600	A	5	A
USGS	14103000	2/1/54							11400	A	3.9	A
USGS	14103000	2/2/54							10500	A	6.1	A
USGS	14103000	2/3/54							9990	A	6.7	A
USGS	14103000	2/4/54							9610	A	6.1	A
USGS	14103000	2/5/54							9270	A	6.7	A
USGS	14103000	2/6/54							9010	A	6.7	A
USGS	14103000	2/7/54							8750	A	6.7	A
USGS	14103000	2/8/54							8610	A	6.1	A
USGS	14103000	2/9/54							8540	A	6.1	A
USGS	14103000	2/10/54							8540	A		
USGS	14103000	2/11/54							8470	A		
USGS	14103000	2/12/54							8540	A		
USGS	14103000	2/13/54							10800	A	6.1	A
USGS	14103000	2/14/54							11400	A	7.2	A
USGS	14103000	2/15/54							11100	A	7.2	A
USGS	14103000	2/16/54							10100	A		
USGS	14103000	2/17/54							9950	A		
USGS	14103000	2/18/54							9720	A		
USGS	14103000	2/19/54							9230	A		
USGS	14103000	2/20/54							9610	A		
USGS	14103000	2/21/54							10200	A		
USGS	14103000	2/22/54							10600	A		
USGS	14103000	2/23/54							10200	A		
USGS	14103000	2/24/54							9990	A		
USGS	14103000	2/25/54							9870	A		
USGS	14103000	2/26/54							9830	A		
USGS	14103000	2/27/54							9870	A		
USGS	14103000	2/28/54							9460	A		
USGS	14103000	3/1/54							8750	A		
USGS	14103000	3/2/54							8500	A		
USGS	14103000	3/3/54							8250	A		
USGS	14103000	3/4/54							8040	A		
USGS	14103000	3/5/54							8180	A		
USGS	14103000	3/6/54							8140	A		
USGS	14103000	3/7/54							8110	A		
USGS	14103000	3/8/54							8210	A		
USGS	14103000	3/9/54							9050	A		
USGS	14103000	3/10/54							10600	A		
USGS	14103000	3/11/54							12000	A		
USGS	14103000	3/12/54							11700	A		
USGS	14103000	3/13/54							10300	A		
USGS	14103000	3/14/54							9640	A		
USGS	14103000	3/15/54							9380	A		
USGS	14103000	3/16/54							9270	A		
USGS	14103000	3/17/54							9090	A		
USGS	14103000	3/18/54							8830	A		
USGS	14103000	3/19/54							8610	A		
USGS	14103000	3/20/54							8540	A		
USGS	14103000	3/21/54							8390	A		
USGS	14103000	3/22/54							8250	A		
USGS	14103000	3/23/54							7820	A		
USGS	14103000	3/24/54							7650	A		
USGS	14103000	3/25/54							7440	A		
USGS	14103000	3/26/54							7440	A		
USGS	14103000	3/27/54							7370	A		
USGS	14103000	3/28/54							7400	A		
USGS	14103000	3/29/54							7340	A		
USGS	14103000	3/30/54							7270	A		
USGS	14103000	3/31/54							7270	A		
USGS	14103000	4/1/54							7370	A		
USGS	14103000	4/2/54							7230	A		
USGS	14103000	4/3/54							7060	A		
USGS	14103000	4/4/54							7200	A		
USGS	14103000	4/5/54							7340	A		
USGS	14103000	4/6/54							7820	A		
USGS	14103000	4/7/54							8540	A		
USGS	14103000	4/8/54							8570	A		
USGS	14103000	4/9/54							8320	A		
USGS	14103000	4/10/54							8180	A		
USGS	14103000	4/11/54							8000	A		
USGS	14103000	4/12/54							7760	A		
USGS	14103000	4/13/54							7760	A		
USGS	14103000	4/14/54							8210	A		
USGS	14103000	4/15/54							8500	A		
USGS	14103000	4/16/54							8470	A		
USGS	14103000	4/17/54							8290	A		
USGS	14103000	4/18/54							8390	A		
USGS	14103000	4/19/54							8650	A		
USGS	14103000	4/20/54							8650	A		
USGS	14103000	4/21/54							8290	A		
USGS	14103000	4/22/54							8070	A		
USGS	14103000	4/23/54							7900	A		
USGS	14103000	4/24/54							7760	A		
USGS	14103000	4/25/54							7620	A		
USGS	14103000	4/26/54							7540	A		
USGS	14103000	4/27/54							7400	A		
USGS	14103000	4/28/54							7300	A		
USGS	14103000	4/29/54							7130	A		
USGS	14103000	4/30/54							6960	A		
USGS	14103000	5/1/54							6860	A		
USGS	14103000	5/2/54							6760	A		
USGS	14103000	5/3/54							6720	A		
USGS	14103000	5/4/54							6720	A		
USGS	14103000	5/5/54							6560	A		
USGS	14103000	5/6/54							6520	A		
USGS	14103000	5/7/54							6520	A		
USGS	14103000	5/8/54							6560	A		
USGS	14103000	5/9/54							6760	A		
USGS	14103000	5/10/54							6960	A		
USGS	14103000	5/11/54							7100	A		
USGS	14103000	5/12/54							7100	A		
USGS	14103000	5/13/54							6930	A		
USGS	14103000	5/14/54							6830	A		
USGS	14103000	5/15/54							6760	A		
USGS	14103000	5/16/54							6890	A		
USGS	14103000	5/17/54							7000	A		
USGS	14103000	5/18/54							7100	A		
USGS	14103000	5/19/54							7270	A		
USGS	14103000	5/20/54							7400	A		
USGS	14103000	5/21/54							7230	A		
USGS	14103000	5/22/54							6960	A		
USGS	14103000	5/23/54							6760	A		
USGS	14103000	5/24/54							6690	A		
USGS	14103000	5/25/54							6660	A		
USGS	14103000	5/26/54							6660	A		
USGS	14103000	5/27/54							6660	A		
USGS	14103000	5/28/54							6560	A		
USGS	14103000	5/29/54							6490	A		
USGS	14103000	5/30/54							6760	A		
USGS	14103000	5/31/54							6790	A		
USGS	14103000	6/1/54							6760	A		
USGS	14103000	6/2/54							6620	A		
USGS	14103000	6/3/54							6520	A		
USGS	14103000	6/4/54							6430	A		
USGS	14103000	6/5/54							6390	A		
USGS	14103000	6/6/54							6290	A		
USGS	14103000	6/7/54							6330	A		
USGS	14103000	6/8/54							6330	A		
USGS	14103000	6/9/54							6460	A		
USGS	14103000	6/10/54							6760	A		
USGS	14103000	6/11/54							6830	A		
USGS	14103000	6/12/54							6790	A		
USGS	14103000	6/13/54							7100	A		
USGS	14103000	6/14/54							7030	A		
USGS	14103000	6/15/54							6930	A		
USGS	14103000	6/16/54							7130	A		
USGS	14103000	6/17/54							7130	A		
USGS	14103000	6/18/54							6720	A		
USGS	14103000	6/19/54							6430	A		
USGS	14103000	6/20/54							6290	A		
USGS	14103000	6/21/54							6390	A		
USGS	14103000	6/22/54							6230	A		
USGS	14103000	6/23/54							5900	A		
USGS	14103000	6/24/54							5800	A		
USGS	14103000	6/25/54							5700	A		
USGS	14103000	6/26/54							5640	A		
USGS	14103000	6/27/54							5600	A		
USGS	14103000	6/28/54							5600	A		
USGS	14103000	6/29/54							5510	A		
USGS	14103000	6/30/54							5350	A		
USGS	14103000	7/1/54							5380	A		
USGS	14103000	7/2/54							5570	A		
USGS	14103000	7/3/54							5600	A		
USGS	14103000	7/4/54							5540	A		
USGS	14103000	7/5/54							5570	A		
USGS	14103000	7/6/54							5600	A		
USGS	14103000	7/7/54							5570	A		
USGS	14103000	7/8/54							5440	A		
USGS	14103000	7/9/54							5440	A		
USGS	14103000	7/10/54							5440	A		
USGS	14103000	7/11/54							5600	A		
USGS	14103000	7/12/54							5570	A		
USGS	14103000	7/13/54							5480	A		
USGS	14103000	7/14/54							5410	A		
USGS	14103000	7/15/54							5320	A		
USGS	14103000	7/16/54							5200	A		
USGS	14103000	7/17/54							5080	A		
USGS	14103000	7/18/54							5020	A		
USGS	14103000	7/19/54							5020	A		
USGS	14103000	7/20/54							5020	A		
USGS	14103000	7/21/54							4990	A		
USGS	14103000	7/22/54							4930	A		
USGS	14103000	7/23/54							4900	A		
USGS	14103000	7/24/54							4870	A		
USGS	14103000	7/25/54							4840	A		
USGS	14103000	7/26/54							4840	A		
USGS	14103000	7/27/54							4840	A		
USGS	14103000	7/28/54							4810	A		
USGS	14103000	7/29/54							4810	A		
USGS	14103000	7/30/54							4780	A		
USGS	14103000	7/31/54							4780	A		
USGS	14103000	8/1/54							4780	A		
USGS	14103000	8/2/54							4810	A		
USGS	14103000	8/3/54							4840	A		
USGS	14103000	8/4/54							4780	A		
USGS	14103000	8/5/54							4810	A		
USGS	14103000	8/6/54							4840	A		
USGS	14103000	8/7/54							4870	A		
USGS	14103000	8/8/54							4870	A		
USGS	14103000	8/9/54							4840	A		
USGS	14103000	8/10/54							4780	A		
USGS	14103000	8/11/54							4780	A		
USGS	14103000	8/12/54							4750	A		
USGS	14103000	8/13/54							4780	A		
USGS	14103000	8/14/54							4810	A		
USGS	14103000	8/15/54							4870	A		
USGS	14103000	8/16/54							4900	A		
USGS	14103000	8/17/54							4840	A		
USGS	14103000	8/18/54							4870	A		
