agency_cd	site_no	datetime	113455_00010_00001	113455_00010_00001_cd	113456_00010_00002	113456_00010_00002_cd	113457_00010_00003	113457_00010_00003_cd	113458_00060_00003	113458_00060_00003_cd	265533_00010_00011	265533_00010_00011_cd
USGS	14103000	7/4/58	20.6	A	18.3	A			5470	A		
USGS	14103000	7/5/58	20.6	A	18.3	A			5300	A		
USGS	14103000	7/6/58	20.6	A	18.9	A			5300	A		
USGS	14103000	7/7/58	20.6	A	18.9	A			5210	A		
USGS	14103000	7/8/58	20.6	A	18.9	A			5210	A		
USGS	14103000	7/9/58	20.6	A	18.3	A			5150	A		
USGS	14103000	7/10/58	20.6	A	18.9	A			5120	A		
USGS	14103000	7/11/58	21.1	A	18.9	A			4950	A		
USGS	14103000	7/12/58	20.6	A	19.4	A			4950	A		
USGS	14103000	7/13/58	20	A	17.8	A			4950	A		
USGS	14103000	7/14/58	20.6	A	18.3	A			4840	A		
USGS	14103000	7/15/58	20	A	18.3	A			4900	A		
USGS	14103000	7/16/58	20.6	A	18.9	A			4870	A		
USGS	14103000	7/17/58	21.1	A	19.4	A			4700	A		
USGS	14103000	7/18/58	20.6	A	19.4	A			4870	A		
USGS	14103000	7/19/58	20.6	A	18.9	A			4840	A		
USGS	14103000	7/20/58	20.6	A	18.3	A			4900	A		
USGS	14103000	7/21/58	20.6	A	18.3	A			4840	A		
USGS	14103000	7/22/58	20.6	A	18.9	A			4870	A		
USGS	14103000	7/23/58	20.6	A	18.9	A			4810	A		
USGS	14103000	7/24/58	20.6	A	18.3	A			4620	A		
USGS	14103000	7/25/58	20	A	18.9	A			4810	A		
USGS	14103000	7/26/58	21.1	A	18.9	A			4670	A		
USGS	14103000	7/27/58	21.7	A	18.9	A			4640	A		
USGS	14103000	7/28/58	21.7	A	18.9	A			5100	A		
USGS	14103000	7/29/58	21.7	A	19.4	A			4640	A		
USGS	14103000	7/30/58	20.6	A	18.9	A			4730	A		
USGS	14103000	7/31/58	20.6	A	18.9	A			4700	A		
USGS	14103000	8/1/58	20.6	A	18.9	A			4700	A		
USGS	14103000	8/2/58	20.6	A	18.9	A			4620	A		
USGS	14103000	8/3/58	20	A	18.3	A			4730	A		
USGS	14103000	8/4/58	19.4	A	17.8	A			4760	A		
USGS	14103000	8/5/58	19.4	A	17.8	A			4730	A		
USGS	14103000	8/6/58	20	A	18.3	A			4760	A		
USGS	14103000	8/7/58	20	A	18.3	A			4700	A		
USGS	14103000	8/8/58	20.6	A	18.3	A			4760	A		
USGS	14103000	8/9/58	20	A	18.3	A			4730	A		
USGS	14103000	8/10/58	20.6	A	18.3	A			4730	A		
USGS	14103000	8/11/58	20	A	18.3	A			4670	A		
USGS	14103000	8/12/58	19.4	A	17.8	A			4670	A		
USGS	14103000	8/13/58	18.9	A	17.2	A			4840	A		
USGS	14103000	8/14/58	19.4	A	17.2	A			4590	A		
USGS	14103000	8/15/58	19.4	A	17.8	A			4620	A		
USGS	14103000	8/16/58	19.4	A	17.8	A			4620	A		
USGS	14103000	8/17/58	18.9	A	17.2	A			4640	A		
USGS	14103000	8/18/58	17.8	A	16.7	A			4590	A		
USGS	14103000	8/19/58	18.3	A	16.7	A			4640	A		
USGS	14103000	8/20/58	18.3	A	17.2	A			4640	A		
USGS	14103000	8/21/58	18.9	A	17.2	A			4590	A		
USGS	14103000	8/22/58	18.9	A	17.8	A			4620	A		
USGS	14103000	8/23/58	18.9	A	17.2	A			4640	A		
USGS	14103000	8/24/58	18.9	A	17.2	A			4640	A		
USGS	14103000	8/25/58	18.9	A	17.8	A			4560	A		
USGS	14103000	8/26/58	18.9	A	17.2	A			4640	A		
USGS	14103000	8/27/58	18.3	A	17.2	A			4560	A		
USGS	14103000	8/28/58							4640	A		
USGS	14103000	8/29/58							4640	A		
USGS	14103000	8/30/58							4620	A		
USGS	14103000	8/31/58							4620	A		
USGS	14103000	9/1/58							4700	A		
USGS	14103000	9/2/58							4640	A		
USGS	14103000	9/3/58							4670	A		
USGS	14103000	9/4/58							4700	A		
USGS	14103000	9/5/58	17.2	A	15.6	A			4620	A		
USGS	14103000	9/6/58	17.8	A	16.1	A			4620	A		
USGS	14103000	9/7/58	18.3	A	16.1	A			4600	A		
USGS	14103000	9/8/58	17.2	A	16.7	A			4600	A		
USGS	14103000	9/9/58	17.8	A	16.7	A			4600	A		
USGS	14103000	9/10/58	17.2	A	16.7	A			4700	A		
USGS	14103000	9/11/58	17.2	A	16.1	A			4600	A		
USGS	14103000	9/12/58	17.2	A	16.1	A			4600	A		
USGS	14103000	9/13/58	16.1	A	15.6	A			4500	A		
USGS	14103000	9/14/58	16.1	A	15.6	A			4600	A		
USGS	14103000	9/15/58	16.1	A	15.6	A			4600	A		
USGS	14103000	9/16/58	16.1	A	15.6	A			4700	A		
USGS	14103000	9/17/58	15.6	A	14.4	A			4800	A		
USGS	14103000	9/18/58	16.1	A	15	A			4900	A		
USGS	14103000	9/19/58	16.1	A	15.6	A			4700	A		
USGS	14103000	9/20/58	16.1	A	14.4	A			4600	A		
USGS	14103000	9/21/58	15.6	A	13.9	A			4700	A		
USGS	14103000	9/22/58	14.4	A	13.9	A			4600	A		
USGS	14103000	9/23/58	13.9	A	13.3	A			4500	A		
USGS	14103000	9/24/58	13.3	A	12.8	A			4500	A		
USGS	14103000	9/25/58	13.9	A	12.8	A			4500	A		
USGS	14103000	9/26/58	14.4	A	13.3	A			4560	A		
USGS	14103000	9/27/58	14.4	A	13.3	A			4560	A		
USGS	14103000	9/28/58	14.4	A	13.9	A			4640	A		
USGS	14103000	9/29/58	14.4	A	13.9	A			4500	A		
USGS	14103000	9/30/58							4500	A		
USGS	14103000	10/1/58							4500	A		
USGS	14103000	10/2/58							4620	A		
USGS	14103000	10/3/58							4500	A		
USGS	14103000	10/4/58							4560	A		
USGS	14103000	10/5/58							4500	A		
USGS	14103000	10/6/58							4500	A		
USGS	14103000	10/7/58							4560	A		
USGS	14103000	10/8/58							4700	A		
USGS	14103000	10/9/58							4730	A		
USGS	14103000	10/10/58							4730	A		
USGS	14103000	10/11/58							4730	A		
USGS	14103000	10/12/58							4560	A		
USGS	14103000	10/13/58							4640	A		
USGS	14103000	10/14/58							4590	A		
USGS	14103000	10/15/58							4530	A		
USGS	14103000	10/16/58							4640	A		
USGS	14103000	10/17/58							4620	A		
USGS	14103000	10/18/58							4670	A		
USGS	14103000	10/19/58							4640	A		
USGS	14103000	10/20/58							5070	A		
USGS	14103000	10/21/58							5100	A		
USGS	14103000	10/22/58							5040	A		
USGS	14103000	10/23/58							5070	A		
USGS	14103000	10/24/58							4870	A		
USGS	14103000	10/25/58							5040	A		
USGS	14103000	10/26/58							4900	A		
USGS	14103000	10/27/58							5150	A		
USGS	14103000	10/28/58							5150	A		
USGS	14103000	10/29/58							5180	A		
USGS	14103000	10/30/58							5180	A		
USGS	14103000	10/31/58							5470	A		
USGS	14103000	11/1/58							5560	A		
USGS	14103000	11/2/58							4780	A		
USGS	14103000	11/3/58							5270	A		
USGS	14103000	11/4/58							5270	A		
USGS	14103000	11/5/58							5500	A		
USGS	14103000	11/6/58							5590	A		
USGS	14103000	11/7/58							6300	A		
USGS	14103000	11/8/58							6180	A		
USGS	14103000	11/9/58							6470	A		
USGS	14103000	11/10/58							6220	A		
USGS	14103000	11/11/58							5930	A		
USGS	14103000	11/12/58							5660	A		
USGS	14103000	11/13/58							6000	A		
USGS	14103000	11/14/58							6120	A		
USGS	14103000	11/15/58							5900	A		
USGS	14103000	11/16/58							5750	A		
USGS	14103000	11/17/58							5660	A		
USGS	14103000	11/18/58							5690	A		
USGS	14103000	11/19/58							6380	A		
USGS	14103000	11/20/58							7140	A		
USGS	14103000	11/21/58							7640	A		
USGS	14103000	11/22/58							7010	A		
USGS	14103000	11/23/58							6670	A		
USGS	14103000	11/24/58							6600	A		
USGS	14103000	11/25/58							6510	A		
USGS	14103000	11/26/58							6340	A		
USGS	14103000	11/27/58							6030	A		
USGS	14103000	11/28/58							6030	A		
USGS	14103000	11/29/58							5540	A		
USGS	14103000	11/30/58							5340	A		
USGS	14103000	12/1/58							5310	A		
USGS	14103000	12/2/58							5480	A		
USGS	14103000	12/3/58							6000	A		
USGS	14103000	12/4/58							6800	A		
USGS	14103000	12/5/58							6220	A		
USGS	14103000	12/6/58							6090	A		
USGS	14103000	12/7/58							6310	A		
USGS	14103000	12/8/58							6670	A		
USGS	14103000	12/9/58							6700	A		
USGS	14103000	12/10/58							6440	A		
USGS	14103000	12/11/58							7320	A		
USGS	14103000	12/12/58							8920	A		
USGS	14103000	12/13/58							7830	A		
USGS	14103000	12/14/58							6910	A		
USGS	14103000	12/15/58							6600	A		
USGS	14103000	12/16/58							6600	A		
USGS	14103000	12/17/58							6510	A		
USGS	14103000	12/18/58							6280	A		
USGS	14103000	12/19/58							6220	A		
USGS	14103000	12/20/58							6030	A		
USGS	14103000	12/21/58							6060	A		
USGS	14103000	12/22/58							6000	A		
USGS	14103000	12/23/58							6000	A		
USGS	14103000	12/24/58							5960	A		
USGS	14103000	12/25/58							5840	A		
USGS	14103000	12/26/58							5840	A		
USGS	14103000	12/27/58							5390	A		
USGS	14103000	12/28/58							5390	A		
USGS	14103000	12/29/58							5450	A		
USGS	14103000	12/30/58							5630	A		
USGS	14103000	12/31/58							6310	A		
USGS	14103000	1/1/59							6120	A		
USGS	14103000	1/2/59							6030	A		
USGS	14103000	1/3/59							5870	A		
USGS	14103000	1/4/59							5600	A		
USGS	14103000	1/5/59							5540	A		
USGS	14103000	1/6/59							5660	A		
USGS	14103000	1/7/59							5870	A		
USGS	14103000	1/8/59							6150	A		
USGS	14103000	1/9/59							6060	A		
USGS	14103000	1/10/59							6150	A		
USGS	14103000	1/11/59							6380	A		
USGS	14103000	1/12/59							7790	A		
USGS	14103000	1/13/59							8290	A		
USGS	14103000	1/14/59							7980	A		
USGS	14103000	1/15/59							7530	A		
USGS	14103000	1/16/59							6940	A		
USGS	14103000	1/17/59							6910	A		
USGS	14103000	1/18/59							6800	A		
USGS	14103000	1/19/59							6600	A		
USGS	14103000	1/20/59							6540	A		
USGS	14103000	1/21/59							6470	A		
USGS	14103000	1/22/59							6310	A		
USGS	14103000	1/23/59							6340	A		
USGS	14103000	1/24/59							6470	A		
USGS	14103000	1/25/59							6940	A		
USGS	14103000	1/26/59							6800	A		
USGS	14103000	1/27/59							7180	A		
USGS	14103000	1/28/59							8560	A		
USGS	14103000	1/29/59							7680	A		
USGS	14103000	1/30/59							7720	A		
USGS	14103000	1/31/59							7640	A		
USGS	14103000	2/1/59							7360	A		
USGS	14103000	2/2/59							6970	A		
USGS	14103000	2/3/59							6940	A		
USGS	14103000	2/4/59							6840	A		
USGS	14103000	2/5/59							6540	A		
USGS	14103000	2/6/59							6540	A		
USGS	14103000	2/7/59							6510	A		
USGS	14103000	2/8/59							6380	A		
USGS	14103000	2/9/59							6410	A		
USGS	14103000	2/10/59							6280	A		
USGS	14103000	2/11/59							6150	A		
USGS	14103000	2/12/59							6150	A		
USGS	14103000	2/13/59							5960	A		
USGS	14103000	2/14/59							6030	A		
USGS	14103000	2/15/59							6220	A		
USGS	14103000	2/16/59							6310	A		
USGS	14103000	2/17/59							6340	A		
USGS	14103000	2/18/59							6510	A		
USGS	14103000	2/19/59							6440	A		
USGS	14103000	2/20/59							6340	A		
USGS	14103000	2/21/59							6410	A		
USGS	14103000	2/22/59							6340	A		
USGS	14103000	2/23/59							6380	A		
USGS	14103000	2/24/59							6510	A		
USGS	14103000	2/25/59							6470	A		
USGS	14103000	2/26/59							7530	A		
USGS	14103000	2/27/59							7010	A		
USGS	14103000	2/28/59							6970	A		
USGS	14103000	3/1/59							6910	A		
USGS	14103000	3/2/59							6770	A		
USGS	14103000	3/3/59							6640	A		
USGS	14103000	3/4/59							7110	A		
USGS	14103000	3/5/59							6940	A		
USGS	14103000	3/6/59							6770	A		
USGS	14103000	3/7/59							6640	A		
USGS	14103000	3/8/59							6570	A		
USGS	14103000	3/9/59							6540	A		
USGS	14103000	3/10/59							6380	A		
USGS	14103000	3/11/59							6380	A		
USGS	14103000	3/12/59							6340	A		
USGS	14103000	3/13/59							6340	A		
USGS	14103000	3/14/59							6280	A		
USGS	14103000	3/15/59							6310	A		
USGS	14103000	3/16/59							6280	A		
USGS	14103000	3/17/59							6090	A		
USGS	14103000	3/18/59							6090	A		
USGS	14103000	3/19/59							6250	A		
USGS	14103000	3/20/59							6280	A		
USGS	14103000	3/21/59							6280	A		
USGS	14103000	3/22/59							6280	A		
USGS	14103000	3/23/59							6280	A		
USGS	14103000	3/24/59							6340	A		
USGS	14103000	3/25/59							6340	A		
USGS	14103000	3/26/59							6410	A		
USGS	14103000	3/27/59							6540	A		
USGS	14103000	3/28/59							6540	A		
USGS	14103000	3/29/59							6510	A		
USGS	14103000	3/30/59							6700	A		
USGS	14103000	3/31/59							6770	A		
USGS	14103000	4/1/59							6870	A		
USGS	14103000	4/2/59							7390	A		
USGS	14103000	4/3/59							7280	A		
USGS	14103000	4/4/59							7320	A		
USGS	14103000	4/5/59							7390	A		
USGS	14103000	4/6/59							7390	A		
USGS	14103000	4/7/59							7360	A		
USGS	14103000	4/8/59							6910	A		
USGS	14103000	4/9/59							6570	A		
USGS	14103000	4/10/59							6570	A		
USGS	14103000	4/11/59							6380	A		
USGS	14103000	4/12/59							6250	A		
USGS	14103000	4/13/59							6180	A		
USGS	14103000	4/14/59							6180	A		
USGS	14103000	4/15/59							6060	A		
USGS	14103000	4/16/59							5810	A		
USGS	14103000	4/17/59							5690	A		
USGS	14103000	4/18/59							5570	A		
USGS	14103000	4/19/59							5450	A		
USGS	14103000	4/20/59							5510	A		
USGS	14103000	4/21/59							5510	A		
USGS	14103000	4/22/59							5360	A		
USGS	14103000	4/23/59							5310	A		
USGS	14103000	4/24/59							5250	A		
USGS	14103000	4/25/59							5360	A		
USGS	14103000	4/26/59							5420	A		
USGS	14103000	4/27/59							5420	A		
USGS	14103000	4/28/59							5720	A		
USGS	14103000	4/29/59							5810	A		
USGS	14103000	4/30/59							5810	A		
USGS	14103000	5/1/59							5960	A		
USGS	14103000	5/2/59							5900	A		
USGS	14103000	5/3/59							5660	A		
USGS	14103000	5/4/59							5540	A		
USGS	14103000	5/5/59							5510	A		
USGS	14103000	5/6/59							5570	A		
USGS	14103000	5/7/59							5660	A		
USGS	14103000	5/8/59							5450	A		
USGS	14103000	5/9/59							5420	A		
USGS	14103000	5/10/59							5360	A		
USGS	14103000	5/11/59							5310	A		
USGS	14103000	5/12/59							5280	A		
USGS	14103000	5/13/59							5220	A		
USGS	14103000	5/14/59							5310	A		
USGS	14103000	5/15/59							5540	A		
USGS	14103000	5/16/59							5570	A		
USGS	14103000	5/17/59							5540	A		
USGS	14103000	5/18/59							5570	A		
USGS	14103000	5/19/59							5510	A		
USGS	14103000	5/20/59							5510	A		
USGS	14103000	5/21/59							5510	A		
USGS	14103000	5/22/59							5450	A		
USGS	14103000	5/23/59							5340	A		
USGS	14103000	5/24/59							5340	A		
USGS	14103000	5/25/59							5310	A		
USGS	14103000	5/26/59							5220	A		
USGS	14103000	5/27/59							5140	A		
USGS	14103000	5/28/59							5110	A		
USGS	14103000	5/29/59							5080	A		
USGS	14103000	5/30/59							5050	A		
USGS	14103000	5/31/59							5020	A		
USGS	14103000	6/1/59							5000	A		
USGS	14103000	6/2/59							4970	A		
USGS	14103000	6/3/59							5020	A		
USGS	14103000	6/4/59							5140	A		
USGS	14103000	6/5/59							5160	A		
USGS	14103000	6/6/59							5250	A		
USGS	14103000	6/7/59							5540	A		
USGS	14103000	6/8/59							5310	A		
USGS	14103000	6/9/59							5160	A		
USGS	14103000	6/10/59							5160	A		
USGS	14103000	6/11/59							5140	A		
USGS	14103000	6/12/59							5080	A		
USGS	14103000	6/13/59							5020	A		
USGS	14103000	6/14/59							5000	A		
USGS	14103000	6/15/59							4970	A		
USGS	14103000	6/16/59							4940	A		
USGS	14103000	6/17/59							4880	A		
USGS	14103000	6/18/59							4860	A		
USGS	14103000	6/19/59							4860	A		
USGS	14103000	6/20/59							4830	A		
USGS	14103000	6/21/59							4830	A		
USGS	14103000	6/22/59							4880	A		
USGS	14103000	6/23/59							4910	A		
USGS	14103000	6/24/59							4800	A		
USGS	14103000	6/25/59							4740	A		
USGS	14103000	6/26/59							4720	A		
USGS	14103000	6/27/59							4720	A		
USGS	14103000	6/28/59							4740	A		
USGS	14103000	6/29/59							4740	A		
USGS	14103000	6/30/59							4660	A		
USGS	14103000	7/1/59							4630	A		
USGS	14103000	7/2/59							4610	A		
USGS	14103000	7/3/59							4610	A		
USGS	14103000	7/4/59							4610	A		
USGS	14103000	7/5/59							4610	A		
USGS	14103000	7/6/59							4580	A		
USGS	14103000	7/7/59							4580	A		
USGS	14103000	7/8/59							4550	A		
USGS	14103000	7/9/59							4580	A		
USGS	14103000	7/10/59							4610	A		
USGS	14103000	7/11/59							4580	A		
USGS	14103000	7/12/59							4500	A		
USGS	14103000	7/13/59							4360	A		
USGS	14103000	7/14/59							4420	A		
USGS	14103000	7/15/59							4580	A		
USGS	14103000	7/16/59							4500	A		
USGS	14103000	7/17/59							4420	A		
USGS	14103000	7/18/59							4390	A		
USGS	14103000	7/19/59							4420	A		
USGS	14103000	7/20/59							4440	A		
USGS	14103000	7/21/59							4390	A		
USGS	14103000	7/22/59							4390	A		
USGS	14103000	7/23/59							4420	A		
USGS	14103000	7/24/59							4470	A		
USGS	14103000	7/25/59							4500	A		
USGS	14103000	7/26/59							4520	A		
USGS	14103000	7/27/59							4470	A		
USGS	14103000	7/28/59							4420	A		
USGS	14103000	7/29/59							4390	A		
USGS	14103000	7/30/59							4360	A		
USGS	14103000	7/31/59							4390	A		
USGS	14103000	8/1/59							4390	A		
USGS	14103000	8/2/59							4390	A		
USGS	14103000	8/3/59							4390	A		
USGS	14103000	8/4/59							4390	A		
USGS	14103000	8/5/59							4360	A		
USGS	14103000	8/6/59							4360	A		
USGS	14103000	8/7/59							4360	A		
USGS	14103000	8/8/59							4390	A		
USGS	14103000	8/9/59							4420	A		
USGS	14103000	8/10/59							4420	A		
USGS	14103000	8/11/59							4390	A		
USGS	14103000	8/12/59							4390	A		
USGS	14103000	8/13/59							4360	A		
USGS	14103000	8/14/59							4340	A		
USGS	14103000	8/15/59							4340	A		
USGS	14103000	8/16/59							4360	A		
USGS	14103000	8/17/59							4470	A		
USGS	14103000	8/18/59							4500	A		
USGS	14103000	8/19/59							4390	A		
USGS	14103000	8/20/59							4360	A		
USGS	14103000	8/21/59							4340	A		
USGS	14103000	8/22/59							4340	A		
USGS	14103000	8/23/59							4340	A		
USGS	14103000	8/24/59							4420	A		
USGS	14103000	8/25/59							4420	A		
USGS	14103000	8/26/59							4420	A		
USGS	14103000	8/27/59							4420	A		
USGS	14103000	8/28/59							4420	A		
USGS	14103000	8/29/59							4420	A		
USGS	14103000	8/30/59							4440	A		
USGS	14103000	8/31/59							4420	A		
USGS	14103000	9/1/59							4360	A		
USGS	14103000	9/2/59							4280	A		
USGS	14103000	9/3/59							4310	A		
USGS	14103000	9/4/59							4360	A		
USGS	14103000	9/5/59							4390	A		
USGS	14103000	9/6/59							4440	A		
USGS	14103000	9/7/59							4550	A		
USGS	14103000	9/8/59							4500	A		
USGS	14103000	9/9/59							4340	A		
USGS	14103000	9/10/59							4390	A		
USGS	14103000	9/11/59							4360	A		
USGS	14103000	9/12/59							4390	A		
USGS	14103000	9/13/59							4420	A		
USGS	14103000	9/14/59							4360	A		
USGS	14103000	9/15/59							4390	A		
USGS	14103000	9/16/59							4390	A		
USGS	14103000	9/17/59							4420	A		
USGS	14103000	9/18/59							4500	A		
USGS	14103000	9/19/59							4520	A		
USGS	14103000	9/20/59							4550	A		
USGS	14103000	9/21/59							4580	A		
USGS	14103000	9/22/59							4550	A		
USGS	14103000	9/23/59							4550	A		
USGS	14103000	9/24/59							4520	A		
USGS	14103000	9/25/59							4520	A		
USGS	14103000	9/26/59							4470	A		
USGS	14103000	9/27/59							5160	A		
USGS	14103000	9/28/59							5140	A		
USGS	14103000	9/29/59							4610	A		
USGS	14103000	9/30/59							4440	A		
USGS	14103000	10/1/59							4640	A		
USGS	14103000	10/2/59							4610	A		
USGS	14103000	10/3/59							4550	A		
USGS	14103000	10/4/59							4490	A		
USGS	14103000	10/5/59							4490	A		
USGS	14103000	10/6/59							4490	A		
USGS	14103000	10/7/59							4490	A		
USGS	14103000	10/8/59							4490	A		
USGS	14103000	10/9/59							4760	A		
USGS	14103000	10/10/59							5270	A		
USGS	14103000	10/11/59							5090	A		
USGS	14103000	10/12/59							5030	A		
USGS	14103000	10/13/59							5120	A		
USGS	14103000	10/14/59							4880	A		
USGS	14103000	10/15/59							4670	A		
USGS	14103000	10/16/59							4670	A		
USGS	14103000	10/17/59							4700	A		
USGS	14103000	10/18/59							4670	A		
USGS	14103000	10/19/59							4670	A		
USGS	14103000	10/20/59							4640	A		
USGS	14103000	10/21/59							4700	A		
USGS	14103000	10/22/59							4820	A		
USGS	14103000	10/23/59							5360	A		
USGS	14103000	10/24/59							5600	A		
USGS	14103000	10/25/59							5030	A		
USGS	14103000	10/26/59							4790	A		
USGS	14103000	10/27/59							4970	A		
USGS	14103000	10/28/59							4910	A		
USGS	14103000	10/29/59							4790	A		
USGS	14103000	10/30/59							4730	A		
USGS	14103000	10/31/59							4640	A		
USGS	14103000	11/1/59							4670	A		
USGS	14103000	11/2/59							5030	A		
USGS	14103000	11/3/59							5240	A		
USGS	14103000	11/4/59							5270	A		
USGS	14103000	11/5/59							5150	A		
USGS	14103000	11/6/59							4850	A		
USGS	14103000	11/7/59							5180	A		
USGS	14103000	11/8/59							5030	A		
USGS	14103000	11/9/59							5030	A		
USGS	14103000	11/10/59							5000	A		
USGS	14103000	11/11/59							5090	A		
USGS	14103000	11/12/59							5000	A		
USGS	14103000	11/13/59							4940	A		
USGS	14103000	11/14/59							4700	A		
USGS	14103000	11/15/59							4730	A		
USGS	14103000	11/16/59							4940	A		
USGS	14103000	11/17/59							4730	A		
USGS	14103000	11/18/59							4790	A		
USGS	14103000	11/19/59							4940	A		
USGS	14103000	11/20/59							4880	A		
USGS	14103000	11/21/59							4910	A		
USGS	14103000	11/22/59							5150	A		
USGS	14103000	11/23/59							5660	A		
USGS	14103000	11/24/59							6170	A		
USGS	14103000	11/25/59							5840	A		
USGS	14103000	11/26/59							5330	A		
USGS	14103000	11/27/59							5210	A		
USGS	14103000	11/28/59							5000	A		
USGS	14103000	11/29/59							5240	A		
USGS	14103000	11/30/59							4790	A		
USGS	14103000	12/1/59							4880	A		
USGS	14103000	12/2/59							4700	A		
USGS	14103000	12/3/59							4490	A		
USGS	14103000	12/4/59							4640	A		
USGS	14103000	12/5/59							4640	A		
USGS	14103000	12/6/59							4580	A		
USGS	14103000	12/7/59							5120	A		
USGS	14103000	12/8/59							5090	A		
USGS	14103000	12/9/59							5060	A		
USGS	14103000	12/10/59							5180	A		
USGS	14103000	12/11/59							5150	A		
USGS	14103000	12/12/59							5240	A		
USGS	14103000	12/13/59							5240	A		
USGS	14103000	12/14/59							5180	A		
USGS	14103000	12/15/59							5150	A		
USGS	14103000	12/16/59							5330	A		
USGS	14103000	12/17/59							5330	A		
USGS	14103000	12/18/59							5210	A		
USGS	14103000	12/19/59							5150	A		
USGS	14103000	12/20/59							5090	A		
USGS	14103000	12/21/59							5030	A		
USGS	14103000	12/22/59							5060	A		
USGS	14103000	12/23/59							5090	A		
USGS	14103000	12/24/59							5180	A		
USGS	14103000	12/25/59							5210	A		
USGS	14103000	12/26/59							5210	A		
USGS	14103000	12/27/59							5150	A		
USGS	14103000	12/28/59							5060	A		
USGS	14103000	12/29/59							4850	A		
USGS	14103000	12/30/59							4460	A		
USGS	14103000	12/31/59							4820	A		
USGS	14103000	1/1/60							4910	A		
USGS	14103000	1/2/60							5210	A		
USGS	14103000	1/3/60							5000	A		
USGS	14103000	1/4/60							4940	A		
USGS	14103000	1/5/60							4970	A		
USGS	14103000	1/6/60							5060	A		
USGS	14103000	1/7/60							5060	A		
USGS	14103000	1/8/60							5150	A		
USGS	14103000	1/9/60							5210	A		
USGS	14103000	1/10/60							4880	A		
USGS	14103000	1/11/60							4910	A		
USGS	14103000	1/12/60							5210	A		
USGS	14103000	1/13/60							5000	A		
USGS	14103000	1/14/60							5030	A		
USGS	14103000	1/15/60							5090	A		
USGS	14103000	1/16/60							5030	A		
USGS	14103000	1/17/60							5060	A		
USGS	14103000	1/18/60							5090	A		
USGS	14103000	1/19/60							5060	A		
USGS	14103000	1/20/60							4970	A		
USGS	14103000	1/21/60							4970	A		
USGS	14103000	1/22/60							4970	A		
USGS	14103000	1/23/60							5000	A		
USGS	14103000	1/24/60							5030	A		
USGS	14103000	1/25/60							5090	A		
USGS	14103000	1/26/60							5030	A		
USGS	14103000	1/27/60							4970	A		
USGS	14103000	1/28/60							4940	A		
USGS	14103000	1/29/60							4820	A		
USGS	14103000	1/30/60							4730	A		
USGS	14103000	1/31/60							4820	A		
USGS	14103000	2/1/60							4940	A		
USGS	14103000	2/2/60							4910	A		
USGS	14103000	2/3/60							5390	A		
USGS	14103000	2/4/60							5300	A		
USGS	14103000	2/5/60							5300	A		
USGS	14103000	2/6/60							5300	A		
USGS	14103000	2/7/60							5480	A		
USGS	14103000	2/8/60							6600	A		
USGS	14103000	2/9/60							7410	A		
USGS	14103000	2/10/60							6540	A		
USGS	14103000	2/11/60							6260	A		
USGS	14103000	2/12/60							5960	A		
USGS	14103000	2/13/60							5870	A		
USGS	14103000	2/14/60							5660	A		
USGS	14103000	2/15/60							5660	A		
USGS	14103000	2/16/60							5720	A		
USGS	14103000	2/17/60							5600	A		
USGS	14103000	2/18/60							5510	A		
USGS	14103000	2/19/60							5450	A		
USGS	14103000	2/20/60							5300	A		
USGS	14103000	2/21/60							5300	A		
USGS	14103000	2/22/60							5270	A		
USGS	14103000	2/23/60							5240	A		
USGS	14103000	2/24/60							5180	A		
USGS	14103000	2/25/60							5180	A		
USGS	14103000	2/26/60							5060	A		
USGS	14103000	2/27/60							4820	A		
USGS	14103000	2/28/60							4790	A		
USGS	14103000	2/29/60							5120	A		
USGS	14103000	3/1/60							5000	A		
USGS	14103000	3/2/60							5090	A		
USGS	14103000	3/3/60							5270	A		
USGS	14103000	3/4/60							5180	A		
USGS	14103000	3/5/60							5210	A		
USGS	14103000	3/6/60							5480	A		
USGS	14103000	3/7/60							5450	A		
USGS	14103000	3/8/60							6380	A		
USGS	14103000	3/9/60							6320	A		
USGS	14103000	3/10/60							6290	A		
USGS	14103000	3/11/60							6110	A		
USGS	14103000	3/12/60							6050	A		
USGS	14103000	3/13/60							5870	A		
USGS	14103000	3/14/60							5990	A		
USGS	14103000	3/15/60							5840	A		
USGS	14103000	3/16/60							6290	A		
USGS	14103000	3/17/60							6510	A		
USGS	14103000	3/18/60							6320	A		
USGS	14103000	3/19/60							6170	A		
USGS	14103000	3/20/60							6230	A		
USGS	14103000	3/21/60							6510	A		
USGS	14103000	3/22/60							6890	A		
USGS	14103000	3/23/60							7240	A		
USGS	14103000	3/24/60							7910	A		
USGS	14103000	3/25/60							7870	A		
USGS	14103000	3/26/60							8350	A		
USGS	14103000	3/27/60							8460	A		
USGS	14103000	3/28/60							9100	A		
USGS	14103000	3/29/60							9130	A		
USGS	14103000	3/30/60							9400	A		
USGS	14103000	3/31/60							9210	A		
USGS	14103000	4/1/60							8720	A		
USGS	14103000	4/2/60							8350	A		
USGS	14103000	4/3/60							8240	A		
USGS	14103000	4/4/60							8240	A		
USGS	14103000	4/5/60							8800	A		
USGS	14103000	4/6/60							9130	A		
USGS	14103000	4/7/60							9560	A		
USGS	14103000	4/8/60							9680	A		
USGS	14103000	4/9/60							9360	A		
