Rereg 2005,,,,,
,,,,,
Date,Time,Temp oC,DO mg/L,DO (% sat),pH
3/1/05,19:00:00,7.59,9.93,86.5,8.4
3/1/05,20:00:00,7.49,9.84,85.4,8.36
3/1/05,21:00:00,7.47,9.77,84.8,8.33
3/1/05,22:00:00,7.45,9.69,84.1,8.3
3/1/05,23:00:00,7.46,9.72,84.3,8.32
3/2/05,0:00:00,7.43,9.66,83.8,8.3
3/2/05,1:00:00,7.42,9.67,83.8,8.29
3/2/05,2:00:00,7.4,9.66,83.8,8.3
3/2/05,3:00:00,7.4,9.65,83.6,8.28
3/2/05,4:00:00,7.41,9.63,83.5,8.28
3/2/05,5:00:00,7.4,9.64,83.5,8.28
3/2/05,6:00:00,7.38,9.62,83.3,8.27
3/2/05,7:00:00,7.38,9.57,82.8,8.25
3/2/05,8:00:00,7.37,9.6,83.1,8.26
3/2/05,9:00:00,7.35,9.59,83,8.25
3/2/05,10:00:00,7.43,9.72,84.3,8.3
3/2/05,11:00:00,7.54,9.86,85.7,8.36
3/2/05,12:00:00,7.63,9.93,86.6,8.39
3/2/05,13:00:00,7.71,9.98,87.2,8.42
3/2/05,14:00:00,7.77,10.04,87.8,8.43
3/2/05,15:00:00,7.81,10.04,87.9,8.43
3/2/05,16:00:00,7.77,10.04,87.8,8.44
3/2/05,17:00:00,7.77,10.03,87.7,8.44
3/2/05,18:00:00,7.71,9.88,86.3,8.42
3/2/05,19:00:00,7.6,9.91,86.3,8.38
3/2/05,20:00:00,7.52,9.82,85.4,8.36
3/2/05,21:00:00,7.49,9.79,85,8.34
3/2/05,22:00:00,7.46,9.73,84.5,8.32
3/2/05,23:00:00,7.46,9.76,84.7,8.33
3/3/05,0:00:00,7.4,9.69,84,8.31
3/3/05,1:00:00,7.37,9.65,83.6,8.3
3/3/05,2:00:00,7.35,9.63,83.3,8.29
3/3/05,3:00:00,7.33,9.61,83.1,8.28
3/3/05,4:00:00,7.3,9.61,83.1,8.28
3/3/05,5:00:00,7.29,9.62,83.1,8.28
3/3/05,6:00:00,7.25,9.61,83,8.27
3/3/05,7:00:00,7.19,9.53,82.2,8.25
3/3/05,8:00:00,7.15,9.46,81.5,8.26
3/3/05,9:00:00,7.16,9.51,81.9,8.26
3/3/05,10:00:00,7.29,9.62,83.2,8.32
3/3/05,11:00:00,7.36,9.82,85,8.34
3/3/05,12:00:00,7.46,9.91,86,8.38
3/3/05,13:00:00,7.57,10.03,87.3,8.43
3/3/05,14:00:00,7.66,10.06,87.7,8.45
3/3/05,15:00:00,7.69,10.15,88.6,8.48
3/3/05,16:00:00,7.7,10.13,88.5,8.47
3/3/05,17:00:00,7.67,10.07,87.8,8.46
3/3/05,18:00:00,7.63,9.97,86.9,8.42
3/3/05,19:00:00,7.58,9.79,85.2,8.41
3/3/05,20:00:00,7.58,9.78,85.1,8.41
3/3/05,21:00:00,7.49,9.81,85.2,8.37
3/3/05,22:00:00,7.46,9.77,84.8,8.35
3/3/05,23:00:00,7.44,9.77,84.8,8.34
3/4/05,0:00:00,7.38,9.68,83.9,8.32
3/4/05,1:00:00,7.35,9.64,83.4,8.3
3/4/05,2:00:00,7.35,9.63,83.3,8.3
3/4/05,3:00:00,7.33,9.62,83.2,8.3
3/4/05,4:00:00,7.31,9.61,83.1,8.29
3/4/05,5:00:00,7.29,9.59,82.9,8.29
3/4/05,6:00:00,7.27,9.6,83,8.28
3/4/05,7:00:00,7.22,9.58,82.6,8.26
3/4/05,8:00:00,7.21,9.6,82.8,8.27
3/4/05,9:00:00,7.22,9.6,82.8,8.26
3/4/05,10:00:00,7.34,9.73,84.2,8.32
3/4/05,11:00:00,7.45,9.89,85.8,8.38
3/4/05,12:00:00,7.52,9.84,85.5,8.41
3/4/05,13:00:00,7.6,10.02,87.3,8.43
3/4/05,14:00:00,7.68,10.04,87.6,8.45
3/4/05,15:00:00,7.72,10.07,88,8.46
3/4/05,16:00:00,7.74,9.94,86.8,8.47
3/4/05,17:00:00,7.76,9.9,86.6,8.46
3/4/05,18:00:00,7.74,9.97,87.1,8.43
3/4/05,19:00:00,7.73,9.93,86.8,8.43
3/4/05,20:00:00,7.66,9.88,86.2,8.42
3/4/05,21:00:00,7.61,9.72,84.6,8.41
3/4/05,22:00:00,7.47,9.67,83.9,8.34
3/4/05,23:00:00,7.45,9.62,83.4,8.33
3/5/05,0:00:00,7.46,9.65,83.8,8.33
3/5/05,1:00:00,7.4,9.59,83.1,8.31
3/5/05,2:00:00,7.41,9.63,83.5,8.33
3/5/05,3:00:00,7.39,9.48,82.1,8.33
3/5/05,4:00:00,7.36,9.46,81.9,8.32
3/5/05,5:00:00,7.32,9.42,81.5,8.31
3/5/05,6:00:00,7.3,9.53,82.4,8.3
3/5/05,7:00:00,7.29,9.53,82.4,8.3
3/5/05,8:00:00,7.29,9.6,83,8.31
3/5/05,9:00:00,7.29,9.63,83.2,8.33
3/5/05,10:00:00,7.31,9.51,82.2,8.35
3/5/05,11:00:00,7.35,9.69,83.9,8.35
3/5/05,12:00:00,7.48,9.88,85.8,8.41
3/5/05,13:00:00,7.62,9.88,86.1,8.47
3/5/05,14:00:00,7.67,9.87,86.1,8.47
3/5/05,15:00:00,7.73,9.95,86.9,8.51
3/5/05,16:00:00,7.75,9.91,86.6,8.5
3/5/05,17:00:00,7.74,9.98,87.2,8.48
3/5/05,18:00:00,7.7,9.93,86.7,8.46
3/5/05,19:00:00,7.65,9.91,86.4,8.44
3/5/05,20:00:00,7.59,9.84,85.7,8.43
3/5/05,21:00:00,7.5,9.7,84.3,8.37
3/5/05,22:00:00,7.47,9.68,84,8.35
3/5/05,23:00:00,7.47,9.7,84.2,8.34
3/6/05,0:00:00,7.42,9.62,83.4,8.32
3/6/05,1:00:00,7.42,9.62,83.4,8.33
3/6/05,2:00:00,7.4,9.6,83.2,8.32
3/6/05,3:00:00,7.38,9.6,83.2,8.31
3/6/05,4:00:00,7.36,9.56,82.7,8.3
3/6/05,5:00:00,7.34,9.55,82.7,8.3
3/6/05,6:00:00,7.32,9.57,82.8,8.3
3/6/05,7:00:00,7.29,9.59,82.9,8.3
3/6/05,8:00:00,7.27,9.56,82.5,8.3
3/6/05,9:00:00,7.29,9.62,83.1,8.31
3/6/05,10:00:00,7.34,9.72,84.1,8.33
3/6/05,11:00:00,7.48,9.86,85.6,8.38
3/6/05,12:00:00,7.62,9.96,86.8,8.45
3/6/05,13:00:00,7.71,10.02,87.5,8.48
3/6/05,14:00:00,7.8,9.95,87.1,8.52
3/6/05,15:00:00,7.85,9.95,87.2,8.52
3/6/05,16:00:00,7.82,10.07,88.1,8.51
3/6/05,17:00:00,7.86,10.02,87.8,8.49
3/6/05,18:00:00,7.79,9.95,87.1,8.46
3/6/05,19:00:00,7.75,9.9,86.5,8.44
3/6/05,20:00:00,7.64,9.8,85.5,8.41
3/6/05,21:00:00,7.57,9.72,84.6,8.38
3/6/05,22:00:00,7.52,9.64,83.8,8.35
3/6/05,23:00:00,7.5,9.61,83.5,8.34
3/7/05,0:00:00,7.46,9.54,82.8,8.32
3/7/05,1:00:00,7.45,9.38,81.4,8.32
3/7/05,2:00:00,7.47,9.55,82.9,8.32
3/7/05,3:00:00,7.46,9.55,82.9,8.31
3/7/05,4:00:00,7.43,9.5,82.4,8.29
3/7/05,5:00:00,7.41,9.47,82.1,8.29
3/7/05,6:00:00,7.4,9.5,82.3,8.29
3/7/05,7:00:00,7.36,9.33,80.8,8.28
3/7/05,8:00:00,7.34,9.34,80.9,8.27
3/7/05,9:00:00,7.37,9.41,81.5,8.28
3/7/05,10:00:00,7.49,9.58,83.2,8.36
3/7/05,11:00:00,7.61,9.82,85.5,8.4
3/7/05,12:00:00,7.7,9.89,86.4,8.44
3/7/05,13:00:00,7.79,9.84,86.1,8.48
3/7/05,14:00:00,7.89,10.01,87.8,8.5
3/7/05,15:00:00,7.94,9.93,87.2,8.52
3/7/05,16:00:00,7.95,9.93,87.3,8.53
3/7/05,17:00:00,7.96,9.85,86.5,8.51
3/7/05,18:00:00,7.93,9.92,87.1,8.47
3/7/05,19:00:00,7.85,9.86,86.4,8.46
3/7/05,20:00:00,7.72,9.76,85.3,8.41
3/7/05,21:00:00,7.61,9.64,84,8.36
3/7/05,22:00:00,7.62,9.64,84,8.35
3/7/05,23:00:00,7.57,9.48,82.5,8.34
3/8/05,0:00:00,7.58,9.48,82.5,8.35
3/8/05,1:00:00,7.55,9.46,82.3,8.33
3/8/05,2:00:00,7.53,9.43,82,8.33
3/8/05,3:00:00,7.5,9.39,81.6,8.31
3/8/05,4:00:00,7.47,9.49,82.4,8.29
3/8/05,5:00:00,7.46,9.51,82.5,8.3
3/8/05,6:00:00,7.42,9.46,82,8.28
3/8/05,7:00:00,7.38,9.43,81.7,8.26
3/8/05,8:00:00,7.35,9.32,80.6,8.27
3/8/05,9:00:00,7.38,9.5,82.3,8.27
3/8/05,10:00:00,7.49,9.67,84,8.34
3/8/05,11:00:00,7.59,9.75,84.9,8.37
3/8/05,12:00:00,7.72,9.83,85.8,8.41
3/8/05,13:00:00,7.85,9.92,86.9,8.47
3/8/05,14:00:00,7.93,9.97,87.5,8.48
3/8/05,15:00:00,8,9.85,86.7,8.51
3/8/05,16:00:00,8,9.89,87,8.51
3/8/05,17:00:00,7.96,9.97,87.6,8.49
3/8/05,18:00:00,7.96,9.92,87.2,8.48
3/8/05,19:00:00,7.79,9.79,85.6,8.42
3/8/05,20:00:00,7.74,9.76,85.3,8.41
3/8/05,21:00:00,7.62,9.62,83.9,8.36
3/8/05,22:00:00,7.6,9.5,82.7,8.35
3/8/05,23:00:00,7.58,9.57,83.3,8.33
3/9/05,0:00:00,7.54,9.51,82.7,8.31
3/9/05,1:00:00,7.52,9.49,82.4,8.3
3/9/05,2:00:00,7.53,9.5,82.6,8.31
3/9/05,3:00:00,7.48,9.45,82.1,8.29
3/9/05,4:00:00,7.47,9.45,82,8.28
3/9/05,5:00:00,7.46,9.44,82,8.29
3/9/05,6:00:00,7.43,9.42,81.7,8.28
3/9/05,7:00:00,7.38,9.38,81.2,8.25
3/9/05,8:00:00,7.35,9.38,81.2,8.25
3/9/05,9:00:00,7.36,9.4,81.4,8.23
3/9/05,10:00:00,7.5,9.62,83.6,8.32
3/9/05,11:00:00,7.65,9.78,85.3,8.39
3/9/05,12:00:00,7.74,9.86,86.2,8.43
3/9/05,13:00:00,7.8,9.91,86.7,8.46
3/9/05,14:00:00,7.86,9.98,87.5,8.48
3/9/05,15:00:00,7.96,9.99,87.7,8.49
3/9/05,16:00:00,7.93,9.85,86.5,8.49
3/9/05,17:00:00,7.91,9.78,85.8,8.47
3/9/05,18:00:00,7.87,9.74,85.4,8.46
3/9/05,19:00:00,7.73,9.7,84.8,8.39
3/9/05,20:00:00,7.65,9.52,83.1,8.37
3/9/05,21:00:00,7.6,9.55,83.2,8.32
3/9/05,22:00:00,7.64,9.6,83.7,8.34
3/9/05,23:00:00,7.58,9.49,82.6,8.3
3/10/05,0:00:00,7.58,9.52,82.9,8.31
3/10/05,1:00:00,7.57,9.49,82.6,8.31
3/10/05,2:00:00,7.54,9.46,82.3,8.29
3/10/05,3:00:00,7.52,9.43,82,8.28
3/10/05,4:00:00,7.5,9.43,81.9,8.28
3/10/05,5:00:00,7.48,9.42,81.8,8.28
3/10/05,6:00:00,7.46,9.39,81.5,8.27
3/10/05,7:00:00,7.42,9.36,81.1,8.25
3/10/05,8:00:00,7.41,9.38,81.4,8.26
3/10/05,9:00:00,7.42,9.41,81.6,8.26
3/10/05,10:00:00,7.51,9.54,82.9,8.3
3/10/05,11:00:00,7.63,9.67,84.3,8.36
3/10/05,12:00:00,7.75,9.65,84.3,8.42
3/10/05,13:00:00,7.89,9.76,85.6,8.47
3/10/05,14:00:00,8,9.78,86,8.48
3/10/05,15:00:00,8.04,9.8,86.3,8.49
3/10/05,16:00:00,8.08,9.77,86.1,8.5
3/10/05,17:00:00,7.98,9.73,85.5,8.47
3/10/05,18:00:00,7.89,9.78,85.8,8.43
3/10/05,19:00:00,7.84,9.72,85.1,8.4
3/10/05,20:00:00,7.78,9.68,84.7,8.38
3/10/05,21:00:00,7.77,9.63,84.2,8.37
3/10/05,22:00:00,7.65,9.55,83.2,8.31
3/10/05,23:00:00,7.6,9.32,81.1,8.31
3/11/05,0:00:00,7.61,9.5,82.8,8.3
3/11/05,1:00:00,7.58,9.45,82.2,8.29
3/11/05,2:00:00,7.57,9.41,81.9,8.29
3/11/05,3:00:00,7.57,9.43,82.1,8.29
3/11/05,4:00:00,7.52,9.37,81.4,8.27
3/11/05,5:00:00,7.51,9.23,80.3,8.28
3/11/05,6:00:00,7.5,9.37,81.4,8.27
3/11/05,7:00:00,7.44,9.3,80.7,8.25
3/11/05,8:00:00,7.43,9.2,79.8,8.26
3/11/05,9:00:00,7.42,9.3,80.6,8.24
3/11/05,10:00:00,7.51,9.53,82.8,8.29
3/11/05,11:00:00,7.64,9.67,84.3,8.35
3/11/05,12:00:00,7.77,9.61,84.1,8.41
3/11/05,13:00:00,7.9,9.82,86.1,8.45
3/11/05,14:00:00,8,9.86,86.7,8.46
3/11/05,15:00:00,8.03,9.89,87.1,8.49
3/11/05,16:00:00,8.09,9.89,87.1,8.48
3/11/05,17:00:00,8.05,9.68,85.3,8.46
3/11/05,18:00:00,7.93,9.6,84.3,8.43
3/11/05,19:00:00,7.86,9.53,83.6,8.4
3/11/05,20:00:00,7.76,9.48,82.9,8.37
3/11/05,21:00:00,7.74,9.41,82.2,8.34
3/11/05,22:00:00,7.69,9.48,82.8,8.31
3/11/05,23:00:00,7.67,9.49,82.8,8.3
3/12/05,0:00:00,7.6,9.38,81.7,8.28
3/12/05,1:00:00,7.64,9.46,82.4,8.29
3/12/05,2:00:00,7.61,9.4,81.9,8.28
3/12/05,3:00:00,7.56,9.21,80.1,8.27
3/12/05,4:00:00,7.55,9.2,80,8.26
3/12/05,5:00:00,7.52,9.17,79.7,8.26
3/12/05,6:00:00,7.53,9.32,81,8.25
3/12/05,7:00:00,7.53,9.34,81.2,8.25
3/12/05,8:00:00,7.53,9.39,81.6,8.27
3/12/05,9:00:00,7.54,9.24,80.3,8.29
3/12/05,10:00:00,7.61,9.41,82,8.29
3/12/05,11:00:00,7.7,9.38,81.9,8.33
3/12/05,12:00:00,7.83,9.76,85.4,8.41
3/12/05,13:00:00,7.96,9.89,86.9,8.48
3/12/05,14:00:00,8.06,9.77,86,8.5
3/12/05,15:00:00,8.06,9.85,86.7,8.51
3/12/05,16:00:00,8.02,9.77,86,8.51
3/12/05,17:00:00,8.08,9.7,85.5,8.48
3/12/05,18:00:00,7.98,9.6,84.4,8.45
3/12/05,19:00:00,7.81,9.65,84.5,8.39
3/12/05,20:00:00,7.71,9.6,83.8,8.37
3/12/05,21:00:00,7.62,9.49,82.6,8.32
3/12/05,22:00:00,7.55,9.44,82.1,8.28
3/12/05,23:00:00,7.59,9.52,82.9,8.31
3/13/05,0:00:00,7.51,9.43,81.9,8.27
3/13/05,1:00:00,7.48,9.4,81.6,8.26
3/13/05,2:00:00,7.45,9.33,80.9,8.25
3/13/05,3:00:00,7.43,9.33,80.9,8.25
3/13/05,4:00:00,7.4,9.31,80.7,8.25
3/13/05,5:00:00,7.38,9.33,80.8,8.25
3/13/05,6:00:00,7.37,9.31,80.7,8.24
3/13/05,7:00:00,7.35,9.38,81.2,8.26
3/13/05,8:00:00,7.33,9.4,81.3,8.26
3/13/05,9:00:00,7.33,9.43,81.6,8.27
3/13/05,10:00:00,7.38,9.45,81.9,8.28
3/13/05,11:00:00,7.48,9.57,83.1,8.31
3/13/05,12:00:00,7.67,9.8,85.5,8.4
3/13/05,13:00:00,7.87,9.92,86.9,8.48
3/13/05,14:00:00,7.96,9.97,87.6,8.51
3/13/05,15:00:00,8.02,9.96,87.7,8.52
3/13/05,16:00:00,8.03,9.94,87.5,8.52
3/13/05,17:00:00,8.07,9.91,87.3,8.5
3/13/05,18:00:00,7.99,9.84,86.5,8.48
3/13/05,19:00:00,7.86,9.75,85.5,8.44
3/13/05,20:00:00,7.72,9.58,83.6,8.38
3/13/05,21:00:00,7.68,9.5,82.9,8.34
3/13/05,22:00:00,7.65,9.48,82.6,8.33
3/13/05,23:00:00,7.59,9.39,81.8,8.29
3/14/05,0:00:00,7.59,9.41,81.9,8.29
3/14/05,1:00:00,7.56,9.38,81.6,8.28
3/14/05,2:00:00,7.53,9.35,81.3,8.28
3/14/05,3:00:00,7.5,9.31,80.9,8.26
3/14/05,4:00:00,7.47,9.32,80.9,8.26
3/14/05,5:00:00,7.46,9.31,80.8,8.25
3/14/05,6:00:00,7.42,9.29,80.6,8.25
3/14/05,7:00:00,7.37,9.29,80.4,8.25
3/14/05,8:00:00,7.34,9.3,80.5,8.25
3/14/05,9:00:00,7.36,9.33,80.8,8.26
3/14/05,10:00:00,7.42,9.4,81.5,8.28
3/14/05,11:00:00,7.68,9.59,83.7,8.37
3/14/05,12:00:00,7.85,9.74,85.3,8.44
3/14/05,13:00:00,7.96,9.83,86.4,8.47
3/14/05,14:00:00,8.06,9.87,86.9,8.5
3/14/05,15:00:00,8.1,9.85,86.9,8.51
3/14/05,16:00:00,8.15,9.9,87.4,8.52
3/14/05,17:00:00,8.03,9.74,85.8,8.47
3/14/05,18:00:00,7.96,9.7,85.2,8.43
3/14/05,19:00:00,7.94,9.64,84.7,8.42
3/14/05,20:00:00,7.85,9.57,83.9,8.38
3/14/05,21:00:00,7.85,9.52,83.5,8.37
3/14/05,22:00:00,7.78,9.45,82.7,8.34
3/14/05,23:00:00,7.73,9.35,81.7,8.31
3/15/05,0:00:00,7.71,9.2,80.4,8.31
3/15/05,1:00:00,7.7,9.29,81.1,8.3
3/15/05,2:00:00,7.73,9.35,81.7,8.32
3/15/05,3:00:00,7.7,9.29,81.1,8.3
3/15/05,4:00:00,7.68,9.28,81,8.28
3/15/05,5:00:00,7.68,9.29,81.1,8.29
3/15/05,6:00:00,7.68,9.3,81.1,8.28
3/15/05,7:00:00,7.62,9.2,80.2,8.26
3/15/05,8:00:00,7.6,9.21,80.2,8.26
3/15/05,9:00:00,7.61,9.18,80,8.25
3/15/05,10:00:00,7.69,9.43,82.3,8.32
3/15/05,11:00:00,7.81,9.61,84.1,8.38
3/15/05,12:00:00,7.93,9.78,85.9,8.45
4/1/05,14:00:00,8.12,9.67,85.3,8.18
4/1/05,15:00:00,8.16,9.76,86.2,8.2
4/1/05,16:00:00,8.23,9.77,86.4,8.18
4/1/05,17:00:00,8.23,9.74,86.2,8.15
4/1/05,18:00:00,8.21,9.59,84.8,8.08
4/1/05,19:00:00,8.13,9.53,84.1,8.07
4/1/05,20:00:00,8.07,9.48,83.5,8.02
4/1/05,21:00:00,8.03,9.38,82.6,8.02
4/1/05,22:00:00,7.99,9.39,82.6,7.98
4/1/05,23:00:00,7.95,9.34,82,7.94
4/2/05,0:00:00,7.93,9.24,81.1,7.95
4/2/05,1:00:00,7.93,9.27,81.4,7.93
4/2/05,2:00:00,7.92,9.28,81.4,7.94
4/2/05,3:00:00,7.91,9.16,80.4,7.94
4/2/05,4:00:00,7.9,9.14,80.2,7.92
4/2/05,5:00:00,7.88,9.15,80.2,7.93
4/2/05,6:00:00,7.86,9.15,80.2,7.91
4/2/05,7:00:00,7.83,9.12,79.9,7.91
4/2/05,8:00:00,7.82,9.18,80.4,7.93
4/2/05,9:00:00,7.83,9.29,81.4,7.91
4/2/05,10:00:00,7.89,9.51,83.4,7.97
4/2/05,11:00:00,7.99,9.67,85,8.04
4/2/05,12:00:00,8.08,9.68,85.3,8.09
4/2/05,13:00:00,8.13,9.81,86.5,8.09
4/2/05,14:00:00,8.19,9.75,86.2,8.12
4/2/05,15:00:00,8.17,9.68,85.5,8.12
4/2/05,16:00:00,8.14,9.67,85.3,8.06
4/2/05,17:00:00,8.12,9.61,84.7,8.02
4/2/05,18:00:00,8.07,9.46,83.4,8.04
4/2/05,19:00:00,8.05,9.43,83,8.02
4/2/05,20:00:00,7.99,9.37,82.4,7.97
4/2/05,21:00:00,7.96,9.24,81.2,7.95
4/2/05,22:00:00,7.95,9.24,81.1,7.9
4/2/05,23:00:00,7.96,9.17,80.6,7.92
4/3/05,0:00:00,7.94,9.18,80.6,7.87
4/3/05,1:00:00,7.92,9.19,80.7,7.87
4/3/05,2:00:00,7.91,9.11,80,7.83
4/3/05,3:00:00,7.89,9.07,79.6,7.82
4/3/05,4:00:00,7.89,9.05,79.4,7.83
4/3/05,5:00:00,7.89,9.07,79.6,7.84
4/3/05,6:00:00,7.87,9.03,79.2,7.84
4/3/05,7:00:00,7.85,9,78.9,7.86
4/3/05,8:00:00,7.89,9.14,80.1,7.91
4/3/05,9:00:00,7.93,9.22,80.9,7.92
4/3/05,10:00:00,7.97,9.21,81,7.91
4/3/05,11:00:00,8.02,9.28,81.7,7.95
4/3/05,12:00:00,8.07,9.47,83.5,8.01
4/3/05,13:00:00,8.1,9.52,84,8.04
4/3/05,14:00:00,8.17,9.55,84.4,8.06
4/3/05,15:00:00,8.17,9.5,83.9,8.18
4/3/05,16:00:00,8.19,9.51,84.1,8.3
4/3/05,17:00:00,8.15,9.36,82.6,8.3
4/3/05,18:00:00,8.14,9.4,82.9,8.27
4/3/05,19:00:00,8.12,9.29,81.9,8.22
4/3/05,20:00:00,8.1,9.22,81.3,8.2
4/3/05,21:00:00,8.09,9.13,80.5,8.21
4/3/05,22:00:00,8.05,9.13,80.4,8.14
4/3/05,23:00:00,8.02,9.12,80.3,8.08
4/4/05,0:00:00,8.02,9.09,80,8.14
4/4/05,1:00:00,7.98,9.05,79.6,8.15
4/4/05,2:00:00,7.96,9.03,79.3,8.15
4/4/05,3:00:00,7.93,9.07,79.7,8.12
4/4/05,4:00:00,7.91,9.04,79.3,8.14
4/4/05,5:00:00,7.87,9.07,79.5,8.1
4/4/05,6:00:00,7.81,9.03,79.1,8.07
4/4/05,7:00:00,7.77,8.98,78.5,8.09
4/4/05,8:00:00,7.76,9.08,79.4,8.07
4/4/05,9:00:00,7.84,9.21,80.6,8.04
4/4/05,10:00:00,7.95,9.36,82.2,7.98
4/4/05,11:00:00,8.02,9.4,82.7,8.01
4/4/05,12:00:00,8.1,9.52,83.9,8.06
4/4/05,13:00:00,8.15,9.59,84.6,8.06
4/4/05,14:00:00,8.25,9.58,84.7,8.08
4/4/05,15:00:00,8.29,9.57,84.8,8.1
4/4/05,16:00:00,8.31,9.56,84.8,8.11
4/4/05,17:00:00,8.31,9.6,85.1,8.08
4/4/05,18:00:00,8.27,9.47,83.8,8.06
4/4/05,19:00:00,8.21,9.47,83.8,8.02
4/4/05,20:00:00,8.13,9.37,82.7,8.01
4/4/05,21:00:00,8.05,9.31,82,7.99
4/4/05,22:00:00,8,9.17,80.7,7.93
4/4/05,23:00:00,7.96,9.11,80.1,7.9
4/5/05,0:00:00,7.95,9.11,80,7.9
4/5/05,1:00:00,7.93,9.13,80.1,7.85
4/5/05,2:00:00,7.9,9.08,79.7,7.85
4/5/05,3:00:00,7.89,9.11,79.9,7.86
4/5/05,4:00:00,7.87,9.05,79.3,7.84
4/5/05,5:00:00,7.85,8.98,78.7,7.86
4/5/05,6:00:00,7.81,9,78.8,7.81
4/5/05,7:00:00,7.8,8.97,78.6,7.78
4/5/05,8:00:00,7.82,9,78.8,7.83
4/5/05,9:00:00,7.89,9.19,80.6,7.87
4/5/05,10:00:00,7.96,9.25,81.3,7.93
4/5/05,11:00:00,8.04,9.38,82.6,7.96
4/5/05,12:00:00,8.11,9.39,82.8,7.99
4/5/05,13:00:00,8.23,9.5,84,8.05
4/5/05,14:00:00,8.26,9.55,84.5,8.02
4/5/05,15:00:00,8.27,9.57,84.7,8.06
4/5/05,16:00:00,8.27,9.59,84.9,8.01
4/5/05,17:00:00,8.28,9.51,84.2,8.01
4/5/05,18:00:00,8.25,9.47,83.8,7.99
4/5/05,19:00:00,8.21,9.4,83.1,7.96
4/5/05,20:00:00,8.19,9.36,82.8,7.95
4/5/05,21:00:00,8.09,9.23,81.3,7.9
4/5/05,22:00:00,8.04,9.17,80.8,7.87
4/5/05,23:00:00,8.01,9.07,79.8,7.84
4/6/05,0:00:00,7.99,9.04,79.5,7.84
4/6/05,1:00:00,7.98,9.01,79.2,7.82
4/6/05,2:00:00,7.99,9.08,79.8,7.8
4/6/05,3:00:00,7.96,9.05,79.5,7.8
4/6/05,4:00:00,7.95,9.02,79.2,7.8
4/6/05,5:00:00,7.93,9.02,79.2,7.8
4/6/05,6:00:00,7.89,8.95,78.5,7.77
4/6/05,7:00:00,7.88,8.94,78.4,7.75
4/6/05,8:00:00,7.85,8.98,78.7,7.74
4/6/05,9:00:00,7.9,9.17,80.5,7.81
4/6/05,10:00:00,7.99,9.29,81.7,7.89
4/6/05,11:00:00,8.07,9.39,82.7,7.93
4/6/05,12:00:00,8.17,9.57,84.5,7.95
4/6/05,13:00:00,8.3,9.57,84.8,8.01
4/6/05,14:00:00,8.39,9.6,85.2,8.03
4/6/05,15:00:00,8.45,9.72,86.4,8.03
4/6/05,16:00:00,8.44,9.59,85.3,8.05
4/6/05,17:00:00,8.39,9.54,84.7,8.02
4/6/05,18:00:00,8.38,9.46,84,7.99
4/6/05,19:00:00,8.29,9.33,82.7,7.94
4/6/05,20:00:00,8.24,9.35,82.7,7.89
4/6/05,21:00:00,8.21,9.32,82.4,7.88
4/6/05,22:00:00,8.14,9.25,81.7,7.85
4/6/05,23:00:00,8.05,9.1,80.1,7.83
4/7/05,0:00:00,7.98,8.95,78.7,7.79
4/7/05,1:00:00,8.01,9.05,79.6,7.78
4/7/05,2:00:00,7.99,9,79.1,7.77
4/7/05,3:00:00,7.97,9,79.1,7.77
4/7/05,4:00:00,7.96,8.91,78.3,7.81
4/7/05,5:00:00,7.95,8.9,78.2,7.8
4/7/05,6:00:00,7.93,8.96,78.7,7.74
4/7/05,7:00:00,7.92,8.94,78.5,7.8
4/7/05,8:00:00,7.92,8.91,78.3,8
4/7/05,9:00:00,7.94,8.95,78.6,7.94
4/7/05,10:00:00,7.97,9.13,80.3,7.84
4/7/05,11:00:00,8.01,9.3,81.8,7.86
4/7/05,12:00:00,8.12,9.36,82.6,7.93
4/7/05,13:00:00,8.15,9.46,83.5,7.93
4/7/05,14:00:00,8.17,9.48,83.7,7.95
4/7/05,15:00:00,8.2,9.52,84.2,7.97
4/7/05,16:00:00,8.21,9.39,83,7.98
4/7/05,17:00:00,8.21,9.44,83.5,7.97
4/7/05,18:00:00,8.2,9.33,82.4,7.97
4/7/05,19:00:00,8.19,9.25,81.7,7.94
4/7/05,20:00:00,8.19,9.25,81.7,7.94
4/7/05,21:00:00,8.18,9.23,81.5,7.93
4/7/05,22:00:00,8.17,9.2,81.2,7.92
4/7/05,23:00:00,8.14,9.15,80.8,7.85
4/8/05,0:00:00,8.09,9.01,79.4,7.85
4/8/05,1:00:00,8.09,9.1,80.2,7.84
4/8/05,2:00:00,8.08,9.06,79.9,7.83
4/8/05,3:00:00,8.05,9,79.2,7.86
4/8/05,4:00:00,8.04,8.99,79.2,7.87
4/8/05,5:00:00,8.01,8.97,78.9,7.86
4/8/05,6:00:00,7.99,9.04,79.5,7.84
4/8/05,7:00:00,8,8.97,78.9,7.86
4/8/05,8:00:00,8.01,9.05,79.6,7.83
4/8/05,9:00:00,7.99,9.06,79.7,8.07
4/8/05,10:00:00,8.09,9.15,80.6,8.22
4/8/05,11:00:00,8.17,9.27,81.9,8.26
4/8/05,12:00:00,8.26,9.38,83,8.15
4/8/05,13:00:00,8.32,9.36,83,8.08
4/8/05,14:00:00,8.42,9.44,83.9,8.07
4/8/05,15:00:00,8.48,9.51,84.6,8.04
4/8/05,16:00:00,8.56,9.57,85.3,8.08
4/8/05,17:00:00,8.51,9.45,84.1,8.06
