agency_cd	site_no	datetime	113433_00010_00001	113433_00010_00001_cd	113434_00010_00002	113434_00010_00002_cd	113435_00010_00003	113435_00010_00003_cd	113436_00060_00003	113436_00060_00003_cd
USGS	14092500	1/19/59							5400	A
USGS	14092500	1/20/59							5320	A
USGS	14092500	1/21/59							5210	A
USGS	14092500	1/22/59							5240	A
USGS	14092500	1/23/59							5180	A
USGS	14092500	1/24/59							5210	A
USGS	14092500	1/25/59							5260	A
USGS	14092500	1/26/59							5380	A
USGS	14092500	1/27/59							5210	A
USGS	14092500	1/28/59							5120	A
USGS	14092500	1/29/59							5520	A
USGS	14092500	1/30/59							5570	A
USGS	14092500	1/31/59							5660	A
USGS	14092500	2/1/59							5490	A
USGS	14092500	2/2/59							5490	A
USGS	14092500	2/3/59							5460	A
USGS	14092500	2/4/59							5290	A
USGS	14092500	2/5/59							5260	A
USGS	14092500	2/6/59							5260	A
USGS	14092500	2/7/59							5260	A
USGS	14092500	2/8/59							5260	A
USGS	14092500	2/9/59							5180	A
USGS	14092500	2/10/59							5100	A
USGS	14092500	2/11/59							5180	A
USGS	14092500	2/12/59							5070	A
USGS	14092500	2/13/59							5070	A
USGS	14092500	2/14/59							5240	A
USGS	14092500	2/15/59							5240	A
USGS	14092500	2/16/59							5320	A
USGS	14092500	2/17/59							5380	A
USGS	14092500	2/18/59							5400	A
USGS	14092500	2/19/59							5380	A
USGS	14092500	2/20/59							5400	A
USGS	14092500	2/21/59							5400	A
USGS	14092500	2/22/59							5400	A
USGS	14092500	2/23/59							5350	A
USGS	14092500	2/24/59							5350	A
USGS	14092500	2/25/59							5320	A
USGS	14092500	2/26/59							5320	A
USGS	14092500	2/27/59							5040	A
USGS	14092500	2/28/59							4770	A
USGS	14092500	3/1/59							4770	A
USGS	14092500	3/2/59							5070	A
USGS	14092500	3/3/59							5520	A
USGS	14092500	3/4/59							5820	A
USGS	14092500	3/5/59							5600	A
USGS	14092500	3/6/59							5600	A
USGS	14092500	3/7/59							5380	A
USGS	14092500	3/8/59							5520	A
USGS	14092500	3/9/59							5400	A
USGS	14092500	3/10/59							5380	A
USGS	14092500	3/11/59							5380	A
USGS	14092500	3/12/59							5320	A
USGS	14092500	3/13/59							5320	A
USGS	14092500	3/14/59							5320	A
USGS	14092500	3/15/59							5380	A
USGS	14092500	3/16/59							5240	A
USGS	14092500	3/17/59							5120	A
USGS	14092500	3/18/59							5290	A
USGS	14092500	3/19/59							5260	A
USGS	14092500	3/20/59							5290	A
USGS	14092500	3/21/59							5180	A
USGS	14092500	3/22/59							5210	A
USGS	14092500	3/23/59							5180	A
USGS	14092500	3/24/59							5320	A
USGS	14092500	3/25/59							5210	A
USGS	14092500	3/26/59							5260	A
USGS	14092500	3/27/59							5380	A
USGS	14092500	3/28/59							5260	A
USGS	14092500	3/29/59							5380	A
USGS	14092500	3/30/59							5350	A
USGS	14092500	3/31/59							5320	A
USGS	14092500	4/1/59							5460	A
USGS	14092500	4/2/59							5460	A
USGS	14092500	4/3/59							5490	A
USGS	14092500	4/4/59							5660	A
USGS	14092500	4/5/59							5540	A
USGS	14092500	4/6/59							5800	A
USGS	14092500	4/7/59							5430	A
USGS	14092500	4/8/59							5120	A
USGS	14092500	4/9/59							5100	A
USGS	14092500	4/10/59							4930	A
USGS	14092500	4/11/59							4820	A
USGS	14092500	4/12/59							4820	A
USGS	14092500	4/13/59							4770	A
USGS	14092500	4/14/59							4820	A
USGS	14092500	4/15/59							4580	A
USGS	14092500	4/16/59							4500	A
USGS	14092500	4/17/59							4450	A
USGS	14092500	4/18/59							4290	A
USGS	14092500	4/19/59							4370	A
USGS	14092500	4/20/59							4420	A
USGS	14092500	4/21/59							4290	A
USGS	14092500	4/22/59							4240	A
USGS	14092500	4/23/59							4120	A
USGS	14092500	4/24/59							4190	A
USGS	14092500	4/25/59							4240	A
USGS	14092500	4/26/59							4190	A
USGS	14092500	4/27/59							4500	A
USGS	14092500	4/28/59							4240	A
USGS	14092500	4/29/59							4290	A
USGS	14092500	4/30/59							4370	A
USGS	14092500	5/1/59							4370	A
USGS	14092500	5/2/59							4270	A
USGS	14092500	5/3/59							4240	A
USGS	14092500	5/4/59							4270	A
USGS	14092500	5/5/59							4120	A
USGS	14092500	5/6/59							4290	A
USGS	14092500	5/7/59							4140	A
USGS	14092500	5/8/59							4190	A
USGS	14092500	5/9/59							4170	A
USGS	14092500	5/10/59							4120	A
USGS	14092500	5/11/59							4140	A
USGS	14092500	5/12/59							4100	A
USGS	14092500	5/13/59							4050	A
USGS	14092500	5/14/59							4140	A
USGS	14092500	5/15/59							4190	A
USGS	14092500	5/16/59							4170	A
USGS	14092500	5/17/59							4240	A
USGS	14092500	5/18/59							4240	A
USGS	14092500	5/19/59							4270	A
USGS	14092500	5/20/59							4290	A
USGS	14092500	5/21/59							4290	A
USGS	14092500	5/22/59							4190	A
USGS	14092500	5/23/59							4140	A
USGS	14092500	5/24/59							4140	A
USGS	14092500	5/25/59							4070	A
USGS	14092500	5/26/59							4050	A
USGS	14092500	5/27/59							4050	A
USGS	14092500	5/28/59							4070	A
USGS	14092500	5/29/59							4050	A
USGS	14092500	5/30/59							4050	A
USGS	14092500	5/31/59							4020	A
USGS	14092500	6/1/59							4050	A
USGS	14092500	6/2/59							4050	A
USGS	14092500	6/3/59							4170	A
USGS	14092500	6/4/59							4140	A
USGS	14092500	6/5/59							4050	A
USGS	14092500	6/6/59							4400	A
USGS	14092500	6/7/59							4270	A
USGS	14092500	6/8/59							4190	A
USGS	14092500	6/9/59							4190	A
USGS	14092500	6/10/59							4190	A
USGS	14092500	6/11/59							4170	A
USGS	14092500	6/12/59							4140	A
USGS	14092500	6/13/59							4100	A
USGS	14092500	6/14/59							4100	A
USGS	14092500	6/15/59							4100	A
USGS	14092500	6/16/59							4050	A
USGS	14092500	6/17/59							4070	A
USGS	14092500	6/18/59							4000	A
USGS	14092500	6/19/59							4000	A
USGS	14092500	6/20/59							4020	A
USGS	14092500	6/21/59							4100	A
USGS	14092500	6/22/59							4170	A
USGS	14092500	6/23/59							4070	A
USGS	14092500	6/24/59							3980	A
USGS	14092500	6/25/59							3950	A
USGS	14092500	6/26/59							3980	A
USGS	14092500	6/27/59							4050	A
USGS	14092500	6/28/59							4050	A
USGS	14092500	6/29/59							3950	A
USGS	14092500	6/30/59							3950	A
USGS	14092500	7/1/59							3930	A
USGS	14092500	7/2/59							3950	A
USGS	14092500	7/3/59							3950	A
USGS	14092500	7/4/59							3950	A
USGS	14092500	7/5/59							3930	A
USGS	14092500	7/6/59							3910	A
USGS	14092500	7/7/59							3910	A
USGS	14092500	7/8/59							3930	A
USGS	14092500	7/9/59							4020	A
USGS	14092500	7/10/59							3950	A
USGS	14092500	7/11/59							3860	A
USGS	14092500	7/12/59							3750	A
USGS	14092500	7/13/59							3840	A
USGS	14092500	7/14/59							4000	A
USGS	14092500	7/15/59							3950	A
USGS	14092500	7/16/59							3860	A
USGS	14092500	7/17/59							3860	A
USGS	14092500	7/18/59							3880	A
USGS	14092500	7/19/59							3910	A
USGS	14092500	7/20/59							3860	A
USGS	14092500	7/21/59							3860	A
USGS	14092500	7/22/59							3860	A
USGS	14092500	7/23/59							3860	A
USGS	14092500	7/24/59							3860	A
USGS	14092500	7/25/59							3930	A
USGS	14092500	7/26/59							3910	A
USGS	14092500	7/27/59							3880	A
USGS	14092500	7/28/59							3860	A
USGS	14092500	7/29/59							3820	A
USGS	14092500	7/30/59							3820	A
USGS	14092500	7/31/59							3840	A
USGS	14092500	8/1/59							3860	A
USGS	14092500	8/2/59							3860	A
USGS	14092500	8/3/59							3840	A
USGS	14092500	8/4/59							3840	A
USGS	14092500	8/5/59							3860	A
USGS	14092500	8/6/59							3790	A
USGS	14092500	8/7/59							3840	A
USGS	14092500	8/8/59							3860	A
USGS	14092500	8/9/59							3860	A
USGS	14092500	8/10/59							3840	A
USGS	14092500	8/11/59							3840	A
USGS	14092500	8/12/59							3770	A
USGS	14092500	8/13/59							3770	A
USGS	14092500	8/14/59							3750	A
USGS	14092500	8/15/59							3790	A
USGS	14092500	8/16/59							3880	A
USGS	14092500	8/17/59							3930	A
USGS	14092500	8/18/59							3860	A
USGS	14092500	8/19/59							3840	A
USGS	14092500	8/20/59							3790	A
USGS	14092500	8/21/59							3860	A
USGS	14092500	8/22/59							3840	A
USGS	14092500	8/23/59							3910	A
USGS	14092500	8/24/59							3930	A
USGS	14092500	8/25/59							3910	A
USGS	14092500	8/26/59							3910	A
USGS	14092500	8/27/59							3910	A
USGS	14092500	8/28/59							3910	A
USGS	14092500	8/29/59							3930	A
USGS	14092500	8/30/59							3910	A
USGS	14092500	8/31/59							3880	A
USGS	14092500	9/1/59							3820	A
USGS	14092500	9/2/59							3840	A
USGS	14092500	9/3/59							3860	A
USGS	14092500	9/4/59							3930	A
USGS	14092500	9/5/59							3950	A
USGS	14092500	9/6/59							4000	A
USGS	14092500	9/7/59							4020	A
USGS	14092500	9/8/59							3860	A
USGS	14092500	9/9/59							3910	A
USGS	14092500	9/10/59							3910	A
USGS	14092500	9/11/59							3880	A
USGS	14092500	9/12/59							3950	A
USGS	14092500	9/13/59							3910	A
USGS	14092500	9/14/59							3880	A
USGS	14092500	9/15/59							3910	A
USGS	14092500	9/16/59							3910	A
USGS	14092500	9/17/59							3930	A
USGS	14092500	9/18/59							3930	A
USGS	14092500	9/19/59							3950	A
USGS	14092500	9/20/59							3930	A
USGS	14092500	9/21/59							3880	A
USGS	14092500	9/22/59							3910	A
USGS	14092500	9/23/59							3950	A
USGS	14092500	9/24/59							3930	A
USGS	14092500	9/25/59							3880	A
USGS	14092500	9/26/59							4050	A
USGS	14092500	9/27/59							4580	A
USGS	14092500	9/28/59							3980	A
USGS	14092500	9/29/59							3820	A
USGS	14092500	9/30/59							3950	A
USGS	14092500	10/1/59							3920	A
USGS	14092500	10/2/59							3890	A
USGS	14092500	10/3/59							3870	A
USGS	14092500	10/4/59							3870	A
USGS	14092500	10/5/59							3870	A
USGS	14092500	10/6/59							3870	A
USGS	14092500	10/7/59							3850	A
USGS	14092500	10/8/59							3920	A
USGS	14092500	10/9/59							4220	A
USGS	14092500	10/10/59							4220	A
USGS	14092500	10/11/59							3990	A
USGS	14092500	10/12/59							4140	A
USGS	14092500	10/13/59							4140	A
USGS	14092500	10/14/59							3890	A
USGS	14092500	10/15/59							3920	A
USGS	14092500	10/16/59							3920	A
USGS	14092500	10/17/59							3940	A
USGS	14092500	10/18/59							3940	A
USGS	14092500	10/19/59							3940	A
USGS	14092500	10/20/59							3990	A
USGS	14092500	10/21/59							4040	A
USGS	14092500	10/22/59							4160	A
USGS	14092500	10/23/59							4610	A
USGS	14092500	10/24/59							4240	A
USGS	14092500	10/25/59							3890	A
USGS	14092500	10/26/59							4120	A
USGS	14092500	10/27/59							4190	A
USGS	14092500	10/28/59							4040	A
USGS	14092500	10/29/59							3990	A
USGS	14092500	10/30/59							3920	A
USGS	14092500	10/31/59							3970	A
USGS	14092500	11/1/59							4140	A
USGS	14092500	11/2/59							4660	A
USGS	14092500	11/3/59							4450	A
USGS	14092500	11/4/59							4580	A
USGS	14092500	11/5/59							4140	A
USGS	14092500	11/6/59							4500	A
USGS	14092500	11/7/59							4370	A
USGS	14092500	11/8/59							4400	A
USGS	14092500	11/9/59							4400	A
USGS	14092500	11/10/59							4530	A
USGS	14092500	11/11/59							4370	A
USGS	14092500	11/12/59							4340	A
USGS	14092500	11/13/59							3990	A
USGS	14092500	11/14/59							4020	A
USGS	14092500	11/15/59							4220	A
USGS	14092500	11/16/59							4140	A
USGS	14092500	11/17/59							4140	A
USGS	14092500	11/18/59							4240	A
USGS	14092500	11/19/59							4190	A
USGS	14092500	11/20/59							4120	A
USGS	14092500	11/21/59							4240	A
USGS	14092500	11/22/59							4190	A
USGS	14092500	11/23/59							4660	A
USGS	14092500	11/24/59							4820	A
USGS	14092500	11/25/59							4450	A
USGS	14092500	11/26/59							4340	A
USGS	14092500	11/27/59							4160	A
USGS	14092500	11/28/59							4450	A
USGS	14092500	11/29/59							4120	A
USGS	14092500	11/30/59							4040	A
USGS	14092500	12/1/59							4040	A
USGS	14092500	12/2/59							3750	A
USGS	14092500	12/3/59							3920	A
USGS	14092500	12/4/59							3920	A
USGS	14092500	12/5/59							3850	A
USGS	14092500	12/6/59							4340	A
USGS	14092500	12/7/59							4500	A
USGS	14092500	12/8/59							4420	A
USGS	14092500	12/9/59							4530	A
USGS	14092500	12/10/59							4530	A
USGS	14092500	12/11/59							4530	A
USGS	14092500	12/12/59							4530	A
USGS	14092500	12/13/59							4530	A
USGS	14092500	12/14/59							4450	A
USGS	14092500	12/15/59							4450	A
USGS	14092500	12/16/59							4530	A
USGS	14092500	12/17/59							4470	A
USGS	14092500	12/18/59							4400	A
USGS	14092500	12/19/59							4370	A
USGS	14092500	12/20/59							4320	A
USGS	14092500	12/21/59							4320	A
USGS	14092500	12/22/59							4370	A
USGS	14092500	12/23/59							4420	A
USGS	14092500	12/24/59							4450	A
USGS	14092500	12/25/59							4470	A
USGS	14092500	12/26/59							4450	A
USGS	14092500	12/27/59							4370	A
USGS	14092500	12/28/59							4240	A
USGS	14092500	12/29/59							3750	A
USGS	14092500	12/30/59							4040	A
USGS	14092500	12/31/59							4240	A
USGS	14092500	1/1/60							4530	A
USGS	14092500	1/2/60							4450	A
USGS	14092500	1/3/60							4340	A
USGS	14092500	1/4/60							4370	A
USGS	14092500	1/5/60							4420	A
USGS	14092500	1/6/60							4420	A
USGS	14092500	1/7/60							4420	A
USGS	14092500	1/8/60							4580	A
USGS	14092500	1/9/60							4400	A
USGS	14092500	1/10/60							4290	A
USGS	14092500	1/11/60							4500	A
USGS	14092500	1/12/60							4450	A
USGS	14092500	1/13/60							4450	A
USGS	14092500	1/14/60							4530	A
USGS	14092500	1/15/60							4370	A
USGS	14092500	1/16/60							4340	A
USGS	14092500	1/17/60							4400	A
USGS	14092500	1/18/60							4340	A
USGS	14092500	1/19/60							4370	A
USGS	14092500	1/20/60							4400	A
USGS	14092500	1/21/60							4420	A
USGS	14092500	1/22/60							4400	A
USGS	14092500	1/23/60							4370	A
USGS	14092500	1/24/60							4450	A
USGS	14092500	1/25/60							4420	A
USGS	14092500	1/26/60							4340	A
USGS	14092500	1/27/60							4320	A
USGS	14092500	1/28/60							4240	A
USGS	14092500	1/29/60							3920	A
USGS	14092500	1/30/60							3990	A
USGS	14092500	1/31/60							4190	A
USGS	14092500	2/1/60							4040	A
USGS	14092500	2/2/60							4580	A
USGS	14092500	2/3/60							4550	A
USGS	14092500	2/4/60							4530	A
USGS	14092500	2/5/60							4530	A
USGS	14092500	2/6/60							4530	A
USGS	14092500	2/7/60							4770	A
USGS	14092500	2/8/60							4990	A
USGS	14092500	2/9/60							4990	A
USGS	14092500	2/10/60							4960	A
USGS	14092500	2/11/60							4850	A
USGS	14092500	2/12/60							4820	A
USGS	14092500	2/13/60							4720	A
USGS	14092500	2/14/60							4660	A
USGS	14092500	2/15/60							4690	A
USGS	14092500	2/16/60							4660	A
USGS	14092500	2/17/60							4640	A
USGS	14092500	2/18/60							4580	A
USGS	14092500	2/19/60							4450	A
USGS	14092500	2/20/60							4450	A
USGS	14092500	2/21/60							4450	A
USGS	14092500	2/22/60							4450	A
USGS	14092500	2/23/60							4420	A
USGS	14092500	2/24/60							4420	A
USGS	14092500	2/25/60							4370	A
USGS	14092500	2/26/60							4120	A
USGS	14092500	2/27/60							4140	A
USGS	14092500	2/28/60							4420	A
USGS	14092500	2/29/60							4340	A
USGS	14092500	3/1/60							4340	A
USGS	14092500	3/2/60							4530	A
USGS	14092500	3/3/60							4550	A
USGS	14092500	3/4/60							4450	A
USGS	14092500	3/5/60							4690	A
USGS	14092500	3/6/60							4580	A
USGS	14092500	3/7/60							4530	A
USGS	14092500	3/8/60							4770	A
USGS	14092500	3/9/60							5010	A
USGS	14092500	3/10/60							4960	A
USGS	14092500	3/11/60							4990	A
USGS	14092500	3/12/60							4820	A
USGS	14092500	3/13/60							4740	A
USGS	14092500	3/14/60							4640	A
USGS	14092500	3/15/60							4820	A
USGS	14092500	3/16/60							4900	A
USGS	14092500	3/17/60							4720	A
USGS	14092500	3/18/60							4660	A
USGS	14092500	3/19/60							4770	A
USGS	14092500	3/20/60							5040	A
USGS	14092500	3/21/60							5570	A
USGS	14092500	3/22/60							5570	A
USGS	14092500	3/23/60							6330	A
USGS	14092500	3/24/60							6190	A
USGS	14092500	3/25/60							6540	A
USGS	14092500	3/26/60							6570	A
USGS	14092500	3/27/60							6750	A
USGS	14092500	3/28/60							7070	A
USGS	14092500	3/29/60							6750	A
USGS	14092500	3/30/60							6850	A
USGS	14092500	3/31/60							6450	A
USGS	14092500	4/1/60							6220	A
USGS	14092500	4/2/60							6020	A
USGS	14092500	4/3/60							6050	A
USGS	14092500	4/4/60							6300	A
USGS	14092500	4/5/60							6690	A
USGS	14092500	4/6/60							6910	A
USGS	14092500	4/7/60							7070	A
USGS	14092500	4/8/60							6940	A
USGS	14092500	4/9/60							6810	A
USGS	14092500	4/10/60							6660	A
USGS	14092500	4/11/60							6220	A
USGS	14092500	4/12/60							5660	A
USGS	14092500	4/13/60							5320	A
USGS	14092500	4/14/60							4900	A
USGS	14092500	4/15/60							4880	A
USGS	14092500	4/16/60							4990	A
USGS	14092500	4/17/60							4800	A
USGS	14092500	4/18/60							4660	A
USGS	14092500	4/19/60							4550	A
USGS	14092500	4/20/60							4420	A
USGS	14092500	4/21/60							4580	A
USGS	14092500	4/22/60							4340	A
USGS	14092500	4/23/60							4400	A
USGS	14092500	4/24/60							4190	A
USGS	14092500	4/25/60							4270	A
USGS	14092500	4/26/60							4240	A
USGS	14092500	4/27/60							4160	A
USGS	14092500	4/28/60							4120	A
USGS	14092500	4/29/60							4090	A
USGS	14092500	4/30/60							4060	A
USGS	14092500	5/1/60							4140	A
USGS	14092500	5/2/60							4140	A
USGS	14092500	5/3/60							4040	A
USGS	14092500	5/4/60							4040	A
USGS	14092500	5/5/60							4090	A
USGS	14092500	5/6/60							4090	A
USGS	14092500	5/7/60							4240	A
USGS	14092500	5/8/60							4160	A
USGS	14092500	5/9/60							4240	A
USGS	14092500	5/10/60							4290	A
USGS	14092500	5/11/60							4140	A
USGS	14092500	5/12/60							4190	A
USGS	14092500	5/13/60							4400	A
USGS	14092500	5/14/60							4160	A
USGS	14092500	5/15/60							4190	A
USGS	14092500	5/16/60							4090	A
USGS	14092500	5/17/60							4190	A
USGS	14092500	5/18/60							4140	A
USGS	14092500	5/19/60							4090	A
USGS	14092500	5/20/60							4120	A
USGS	14092500	5/21/60							4320	A
USGS	14092500	5/22/60							4060	A
USGS	14092500	5/23/60							4270	A
USGS	14092500	5/24/60							4140	A
USGS	14092500	5/25/60							4270	A
USGS	14092500	5/26/60							4270	A
USGS	14092500	5/27/60							4320	A
USGS	14092500	5/28/60							4640	A
USGS	14092500	5/29/60							4820	A
USGS	14092500	5/30/60							4610	A
USGS	14092500	5/31/60							4470	A
USGS	14092500	6/1/60							4500	A
USGS	14092500	6/2/60							4470	A
USGS	14092500	6/3/60							4400	A
USGS	14092500	6/4/60							4400	A
USGS	14092500	6/5/60							4500	A
USGS	14092500	6/6/60							4340	A
USGS	14092500	6/7/60							4340	A
USGS	14092500	6/8/60							4320	A
USGS	14092500	6/9/60							4220	A
USGS	14092500	6/10/60							4090	A
USGS	14092500	6/11/60							4160	A
USGS	14092500	6/12/60							4190	A
USGS	14092500	6/13/60							4190	A
USGS	14092500	6/14/60							4120	A
USGS	14092500	6/15/60							4290	A
USGS	14092500	6/16/60							4960	A
USGS	14092500	6/17/60							5880	A
USGS	14092500	6/18/60							4900	A
USGS	14092500	6/19/60							4140	A
USGS	14092500	6/20/60							4120	A
USGS	14092500	6/21/60							4040	A
USGS	14092500	6/22/60							3940	A
USGS	14092500	6/23/60							3970	A
USGS	14092500	6/24/60							4020	A
USGS	14092500	6/25/60							4060	A
USGS	14092500	6/26/60							4020	A
USGS	14092500	6/27/60							3990	A
USGS	14092500	6/28/60							3990	A
USGS	14092500	6/29/60							4040	A
USGS	14092500	6/30/60							4020	A
USGS	14092500	7/1/60							4120	A
USGS	14092500	7/2/60							4020	A
USGS	14092500	7/3/60							3970	A
USGS	14092500	7/4/60							3940	A
USGS	14092500	7/5/60							3990	A
USGS	14092500	7/6/60							3940	A
USGS	14092500	7/7/60							3940	A
USGS	14092500	7/8/60							3990	A
USGS	14092500	7/9/60							3920	A
USGS	14092500	7/10/60							3890	A
USGS	14092500	7/11/60							3850	A
USGS	14092500	7/12/60							3990	A
USGS	14092500	7/13/60							3990	A
USGS	14092500	7/14/60							3800	A
USGS	14092500	7/15/60							3920	A
USGS	14092500	7/16/60							3920	A
USGS	14092500	7/17/60							3870	A
USGS	14092500	7/18/60							3890	A
USGS	14092500	7/19/60							3920	A
USGS	14092500	7/20/60							3850	A
USGS	14092500	7/21/60							3890	A
USGS	14092500	7/22/60							3850	A
USGS	14092500	7/23/60							3850	A
USGS	14092500	7/24/60							3870	A
USGS	14092500	7/25/60							3850	A
USGS	14092500	7/26/60							3870	A
USGS	14092500	7/27/60							3870	A
USGS	14092500	7/28/60							3870	A
USGS	14092500	7/29/60							3870	A
USGS	14092500	7/30/60							3850	A
USGS	14092500	7/31/60							3850	A
USGS	14092500	8/1/60							3970	A
USGS	14092500	8/2/60							3970	A
USGS	14092500	8/3/60							3890	A
USGS	14092500	8/4/60							3870	A
USGS	14092500	8/5/60							3850	A
USGS	14092500	8/6/60							3850	A
USGS	14092500	8/7/60							3870	A
USGS	14092500	8/8/60							3820	A
USGS	14092500	8/9/60							3850	A
USGS	14092500	8/10/60							3820	A
USGS	14092500	8/11/60							3850	A
USGS	14092500	8/12/60							3820	A
USGS	14092500	8/13/60							3770	A
USGS	14092500	8/14/60							3750	A
USGS	14092500	8/15/60							3800	A
USGS	14092500	8/16/60							3770	A
USGS	14092500	8/17/60							3770	A
USGS	14092500	8/18/60							3850	A
USGS	14092500	8/19/60							3820	A
USGS	14092500	8/20/60							3820	A
USGS	14092500	8/21/60							3800	A
USGS	14092500	8/22/60							3770	A
USGS	14092500	8/23/60							3820	A
USGS	14092500	8/24/60							3770	A
USGS	14092500	8/25/60							3800	A
USGS	14092500	8/26/60							3800	A
USGS	14092500	8/27/60							3800	A
USGS	14092500	8/28/60							3730	A
USGS	14092500	8/29/60							3770	A
USGS	14092500	8/30/60							3700	A
USGS	14092500	8/31/60							3750	A
USGS	14092500	9/1/60							3770	A
USGS	14092500	9/2/60							3730	A
USGS	14092500	9/3/60							3750	A
USGS	14092500	9/4/60							3750	A
USGS	14092500	9/5/60							3730	A
USGS	14092500	9/6/60							3730	A
USGS	14092500	9/7/60							3700	A
USGS	14092500	9/8/60							3680	A
USGS	14092500	9/9/60							3730	A
USGS	14092500	9/10/60							3850	A
USGS	14092500	9/11/60							3820	A
USGS	14092500	9/12/60							3820	A
USGS	14092500	9/13/60							3800	A
USGS	14092500	9/14/60							3800	A
USGS	14092500	9/15/60							3730	A
USGS	14092500	9/16/60							3610	A
USGS	14092500	9/17/60							3700	A
USGS	14092500	9/18/60							3680	A
USGS	14092500	9/19/60							3590	A
USGS	14092500	9/20/60							3640	A
USGS	14092500	9/21/60							3640	A
USGS	14092500	9/22/60							3680	A
USGS	14092500	9/23/60							3660	A
USGS	14092500	9/24/60							3680	A
USGS	14092500	9/25/60							3770	A
USGS	14092500	9/26/60							3680	A
USGS	14092500	9/27/60							3700	A
USGS	14092500	9/28/60							3700	A
USGS	14092500	9/29/60							3700	A
USGS	14092500	9/30/60							3730	A
USGS	14092500	10/1/60							3730	A
USGS	14092500	10/2/60							3730	A
USGS	14092500	10/3/60							3680	A
USGS	14092500	10/4/60							3730	A
USGS	14092500	10/5/60							3700	A
USGS	14092500	10/6/60							3680	A
USGS	14092500	10/7/60							3770	A
USGS	14092500	10/8/60							3730	A
USGS	14092500	10/9/60							3660	A
USGS	14092500	10/10/60							3700	A
USGS	14092500	10/11/60							3700	A
USGS	14092500	10/12/60							3660	A
USGS	14092500	10/13/60							3680	A
USGS	14092500	10/14/60							3700	A
USGS	14092500	10/15/60							3700	A
USGS	14092500	10/16/60							3660	A
USGS	14092500	10/17/60							3680	A
USGS	14092500	10/18/60							3680	A
USGS	14092500	10/19/60							3680	A
USGS	14092500	10/20/60							3700	A
USGS	14092500	10/21/60							3680	A
USGS	14092500	10/22/60							3660	A
USGS	14092500	10/23/60							3680	A
USGS	14092500	10/24/60							3750	A
USGS	14092500	10/25/60							3970	A
USGS	14092500	10/26/60							4060	A
USGS	14092500	10/27/60							3890	A
USGS	14092500	10/28/60							4040	A
USGS	14092500	10/29/60							4090	A
USGS	14092500	10/30/60							4020	A
USGS	14092500	10/31/60							4120	A
USGS	14092500	11/1/60							4500	A
USGS	14092500	11/2/60							4290	A
USGS	14092500	11/3/60							4240	A
USGS	14092500	11/4/60							4220	A
USGS	14092500	11/5/60							4290	A
USGS	14092500	11/6/60							4240	A
USGS	14092500	11/7/60							4290	A
USGS	14092500	11/8/60							4270	A
USGS	14092500	11/9/60							4270	A
USGS	14092500	11/10/60							4270	A
USGS	14092500	11/11/60							4610	A
USGS	14092500	11/12/60							4240	A
USGS	14092500	11/13/60							4370	A
USGS	14092500	11/14/60							4370	A
USGS	14092500	11/15/60							4290	A
USGS	14092500	11/16/60							4270	A
USGS	14092500	11/17/60							4470	A
USGS	14092500	11/18/60							4610	A
USGS	14092500	11/19/60							4470	A
USGS	14092500	11/20/60							4320	A
USGS	14092500	11/21/60							4040	A
USGS	14092500	11/22/60							4270	A
USGS	14092500	11/23/60							4320	A
USGS	14092500	11/24/60							5820	A
USGS	14092500	11/25/60							5770	A
USGS	14092500	11/26/60							4930	A
USGS	14092500	11/27/60							4720	A
USGS	14092500	11/28/60							4660	A
USGS	14092500	11/29/60							4720	A
USGS	14092500	11/30/60							4580	A
USGS	14092500	12/1/60							4470	A
USGS	14092500	12/2/60							4960	A
USGS	14092500	12/3/60							4690	A
USGS	14092500	12/4/60							4820	A
USGS	14092500	12/5/60							4550	A
USGS	14092500	12/6/60							4580	A
USGS	14092500	12/7/60							4580	A
USGS	14092500	12/8/60							4370	A
USGS	14092500	12/9/60							4370	A
USGS	14092500	12/10/60							4340	A
USGS	14092500	12/11/60							4400	A
USGS	14092500	12/12/60							4470	A
USGS	14092500	12/13/60							4580	A
USGS	14092500	12/14/60							4400	A
USGS	14092500	12/15/60							4370	A
USGS	14092500	12/16/60							4340	A
USGS	14092500	12/17/60							4320	A
USGS	14092500	12/18/60							4420	A
USGS	14092500	12/19/60							4610	A
USGS	14092500	12/20/60							4160	A
USGS	14092500	12/21/60							3920	A
USGS	14092500	12/22/60							4020	A
USGS	14092500	12/23/60							4060	A
USGS	14092500	12/24/60							4340	A
USGS	14092500	12/25/60							4450	A
USGS	14092500	12/26/60							4420	A
USGS	14092500	12/27/60							4500	A
USGS	14092500	12/28/60							4420	A
USGS	14092500	12/29/60							4220	A
USGS	14092500	12/30/60							4340	A
USGS	14092500	12/31/60							4290	A
USGS	14092500	1/1/61							4290	A
USGS	14092500	1/2/61							4220	A
USGS	14092500	1/3/61							4190	A
USGS	14092500	1/4/61							4290	A
USGS	14092500	1/5/61							4420	A
USGS	14092500	1/6/61							4550	A
USGS	14092500	1/7/61							4640	A
USGS	14092500	1/8/61							4420	A
USGS	14092500	1/9/61							4470	A
USGS	14092500	1/10/61							4470	A
USGS	14092500	1/11/61							4320	A
USGS	14092500	1/12/61							4160	A
USGS	14092500	1/13/61							4240	A
USGS	14092500	1/14/61							4270	A
USGS	14092500	1/15/61							4470	A
USGS	14092500	1/16/61							4400	A
USGS	14092500	1/17/61							4320	A
USGS	14092500	1/18/61							4400	A
