agency_cd	site_no	datetime	113433_00010_00001	113433_00010_00001_cd	113434_00010_00002	113434_00010_00002_cd	113435_00010_00003	113435_00010_00003_cd	113436_00060_00003	113436_00060_00003_cd
USGS	14092500	3/11/52	7.8	A	7.8	A			6030	A
USGS	14092500	3/12/52	7.8	A	7.2	A			6140	A
USGS	14092500	3/13/52	7.8	A	7.2	A			6010	A
USGS	14092500	3/14/52	7.8	A	7.2	A			5890	A
USGS	14092500	3/15/52	7.8	A	7.2	A			5840	A
USGS	14092500	3/16/52	8.3	A	7.2	A			5860	A
USGS	14092500	3/17/52	8.3	A	7.8	A			5880	A
USGS	14092500	3/18/52	7.8	A	7.8	A			6000	A
USGS	14092500	3/19/52	7.8	A	7.2	A			6200	A
USGS	14092500	3/20/52	7.2	A	6.7	A			6000	A
USGS	14092500	3/21/52	7.8	A	7.2	A			5800	A
USGS	14092500	3/22/52	8.3	A	7.2	A			5600	A
USGS	14092500	3/23/52	8.9	A	8.3	A			5600	A
USGS	14092500	3/24/52	8.9	A	8.3	A			5880	A
USGS	14092500	3/25/52	9.4	A	8.9	A			6750	A
USGS	14092500	3/26/52	9.4	A	8.3	A			9050	A
USGS	14092500	3/27/52	8.3	A	8.3	A			11400	A
USGS	14092500	3/28/52	8.9	A	8.3	A			12300	A
USGS	14092500	3/29/52	8.9	A	7.8	A			11500	A
USGS	14092500	3/30/52	7.8	A	7.8	A			11100	A
USGS	14092500	3/31/52	7.8	A	7.2	A			9950	A
USGS	14092500	4/1/52	7.8	A	7.8	A			9050	A
USGS	14092500	4/2/52	8.9	A	7.8	A			8820	A
USGS	14092500	4/3/52	8.9	A	8.3	A			8740	A
USGS	14092500	4/4/52	9.4	A	8.9	A			9220	A
USGS	14092500	4/5/52	10.6	A	9.4	A			9640	A
USGS	14092500	4/6/52	10.6	A	10.6	A			10500	A
USGS	14092500	4/7/52	10.6	A	9.4	A			11600	A
USGS	14092500	4/8/52	9.4	A	8.9	A			12100	A
USGS	14092500	4/9/52	8.9	A	8.9	A			11300	A
USGS	14092500	4/10/52	9.4	A	8.9	A			9760	A
USGS	14092500	4/11/52	10	A	9.4	A			9340	A
USGS	14092500	4/12/52	10	A	9.4	A			9260	A
USGS	14092500	4/13/52	10.6	A	10	A			9150	A
USGS	14092500	4/14/52	10	A	9.4	A			9150	A
USGS	14092500	4/15/52	10	A	9.4	A			8980	A
USGS	14092500	4/16/52	10	A	9.4	A			8620	A
USGS	14092500	4/17/52	11.1	A	10	A			8240	A
USGS	14092500	4/18/52	11.7	A	11.1	A			8240	A
USGS	14092500	4/19/52	11.7	A	11.1	A			8380	A
USGS	14092500	4/20/52	11.1	A	9.4	A			8380	A
USGS	14092500	4/21/52	10.6	A	9.4	A			7630	A
USGS	14092500	4/22/52	11.1	A	10	A			6880	A
USGS	14092500	4/23/52	11.7	A	10.6	A			6590	A
USGS	14092500	4/24/52	11.7	A	11.1	A			6370	A
USGS	14092500	4/25/52	12.2	A	11.7	A			6370	A
USGS	14092500	4/26/52	12.2	A	11.7	A			6480	A
USGS	14092500	4/27/52	12.2	A	11.7	A			6590	A
USGS	14092500	4/28/52	12.2	A	11.1	A			6620	A
USGS	14092500	4/29/52	11.1	A	10	A			6520	A
USGS	14092500	4/30/52	11.1	A	10.6	A			6340	A
USGS	14092500	5/1/52	10.6	A	10	A			6030	A
USGS	14092500	5/2/52	11.1	A	10	A			5860	A
USGS	14092500	5/3/52	11.1	A	10.6	A			5660	A
USGS	14092500	5/4/52	10.6	A	9.4	A			5450	A
USGS	14092500	5/5/52	10.6	A	9.4	A			5250	A
USGS	14092500	5/6/52	11.1	A	10	A			5080	A
USGS	14092500	5/7/52	11.1	A	10.6	A			5060	A
USGS	14092500	5/8/52	11.7	A	10.6	A			5100	A
USGS	14092500	5/9/52	11.7	A	10	A			5210	A
USGS	14092500	5/10/52	12.8	A	11.1	A			5300	A
USGS	14092500	5/11/52	12.2	A	11.7	A			5180	A
USGS	14092500	5/12/52	12.2	A	11.7	A			5150	A
USGS	14092500	5/13/52	12.8	A	11.7	A			5180	A
USGS	14092500	5/14/52	12.2	A	11.1	A			5100	A
USGS	14092500	5/15/52	12.2	A	10.6	A			5100	A
USGS	14092500	5/16/52	12.8	A	11.1	A			5060	A
USGS	14092500	5/17/52	12.8	A	11.7	A			5030	A
USGS	14092500	5/18/52	12.8	A	11.7	A			4980	A
USGS	14092500	5/19/52	12.8	A	11.7	A			4980	A
USGS	14092500	5/20/52	12.2	A	11.1	A			5040	A
USGS	14092500	5/21/52	12.2	A	11.1	A			5040	A
USGS	14092500	5/22/52	12.8	A	11.1	A			4990	A
USGS	14092500	5/23/52	13.3	A	11.7	A			4960	A
USGS	14092500	5/24/52	13.3	A	12.2	A			4950	A
USGS	14092500	5/25/52	13.3	A	12.2	A			5110	A
USGS	14092500	5/26/52	13.3	A	11.7	A			5280	A
USGS	14092500	5/27/52	13.3	A	12.2	A			5210	A
USGS	14092500	5/28/52	13.3	A	12.8	A			5150	A
USGS	14092500	5/29/52	12.8	A	11.7	A			5180	A
USGS	14092500	5/30/52	12.8	A	11.1	A			5100	A
USGS	14092500	5/31/52	12.8	A	11.7	A			4990	A
USGS	14092500	6/1/52	12.8	A	11.1	A			4990	A
USGS	14092500	6/2/52	12.8	A	11.7	A			4960	A
USGS	14092500	6/3/52	13.3	A	11.7	A			4950	A
USGS	14092500	6/4/52	13.9	A	12.2	A			5060	A
USGS	14092500	6/5/52	13.9	A	12.8	A			5320	A
USGS	14092500	6/6/52	13.9	A	12.8	A			5470	A
USGS	14092500	6/7/52	13.3	A	11.7	A			5280	A
USGS	14092500	6/8/52	13.9	A	12.2	A			5260	A
USGS	14092500	6/9/52	13.9	A	12.2	A			5300	A
USGS	14092500	6/10/52	13.3	A	11.1	A			5230	A
USGS	14092500	6/11/52	12.2	A	11.1	A			5160	A
USGS	14092500	6/12/52	11.7	A	10.6	A			5210	A
USGS	14092500	6/13/52	12.2	A	11.1	A			5230	A
USGS	14092500	6/14/52	11.7	A	11.1	A			5330	A
USGS	14092500	6/15/52	12.2	A	10.6	A			5400	A
USGS	14092500	6/16/52	13.3	A	11.7	A			5330	A
USGS	14092500	6/17/52	13.9	A	12.2	A			5300	A
USGS	14092500	6/18/52	13.9	A	12.8	A			5250	A
USGS	14092500	6/19/52	14.4	A	12.8	A			5250	A
USGS	14092500	6/20/52	13.9	A	12.2	A			5280	A
USGS	14092500	6/21/52	13.3	A	11.7	A			5250	A
USGS	14092500	6/22/52	12.8	A	11.7	A			5200	A
USGS	14092500	6/23/52	12.8	A	11.7	A			5200	A
USGS	14092500	6/24/52	12.8	A	12.2	A			5320	A
USGS	14092500	6/25/52	12.8	A	12.2	A			5230	A
USGS	14092500	6/26/52	13.9	A	12.2	A			5180	A
USGS	14092500	6/27/52	13.3	A	12.8	A			5200	A
USGS	14092500	6/28/52	12.8	A	12.2	A			5320	A
USGS	14092500	6/29/52	12.8	A	11.7	A			5660	A
USGS	14092500	6/30/52	12.8	A	11.7	A			5960	A
USGS	14092500	7/1/52	13.3	A	12.2	A			5880	A
USGS	14092500	7/2/52	13.9	A	12.8	A			5760	A
USGS	14092500	7/3/52	15	A	13.3	A			5690	A
USGS	14092500	7/4/52	15	A	13.9	A			5660	A
USGS	14092500	7/5/52	15	A	13.3	A			5590	A
USGS	14092500	7/6/52	14.4	A	12.8	A			5450	A
USGS	14092500	7/7/52	13.9	A	12.2	A			5040	A
USGS	14092500	7/8/52	14.4	A	12.8	A			4770	A
USGS	14092500	7/9/52	14.4	A	12.8	A			4610	A
USGS	14092500	7/10/52	15	A	13.3	A			4510	A
USGS	14092500	7/11/52	14.4	A	13.3	A			4500	A
USGS	14092500	7/12/52	14.4	A	12.8	A			4450	A
USGS	14092500	7/13/52	14.4	A	12.8	A			4350	A
USGS	14092500	7/14/52	14.4	A	12.8	A			4320	A
USGS	14092500	7/15/52	14.4	A	12.8	A			4290	A
USGS	14092500	7/16/52	14.4	A	12.2	A			4470	A
USGS	14092500	7/17/52	13.9	A	12.2	A			4270	A
USGS	14092500	7/18/52	13.3	A	12.2	A			4090	A
USGS	14092500	7/19/52	13.3	A	11.7	A			4030	A
USGS	14092500	7/20/52	13.9	A	11.7	A			4030	A
USGS	14092500	7/21/52	13.3	A	11.7	A			4020	A
USGS	14092500	7/22/52	13.3	A	11.7	A			4020	A
USGS	14092500	7/23/52	13.3	A	12.2	A			4020	A
USGS	14092500	7/24/52	13.3	A	11.7	A			3980	A
USGS	14092500	7/25/52	13.3	A	11.7	A			3970	A
USGS	14092500	7/26/52	13.3	A	12.2	A			3960	A
USGS	14092500	7/27/52	13.9	A	12.2	A			3960	A
USGS	14092500	7/28/52	13.9	A	12.2	A			3960	A
USGS	14092500	7/29/52	13.9	A	12.2	A			3960	A
USGS	14092500	7/30/52	13.9	A	12.2	A			3920	A
USGS	14092500	7/31/52	13.9	A	12.2	A			3910	A
USGS	14092500	8/1/52	13.9	A	12.2	A			3920	A
USGS	14092500	8/2/52	13.9	A	12.2	A			4030	A
USGS	14092500	8/3/52	13.9	A	12.8	A			4150	A
USGS	14092500	8/4/52	13.9	A	12.8	A			4180	A
USGS	14092500	8/5/52	13.3	A	12.2	A			4230	A
USGS	14092500	8/6/52	13.3	A	12.2	A			4200	A
USGS	14092500	8/7/52	13.3	A	12.2	A			4200	A
USGS	14092500	8/8/52	13.3	A	12.2	A			4210	A
USGS	14092500	8/9/52	13.9	A	12.2	A			4240	A
USGS	14092500	8/10/52	13.9	A	12.2	A			4290	A
USGS	14092500	8/11/52	13.9	A	12.8	A			4310	A
USGS	14092500	8/12/52	13.3	A	12.2	A			4340	A
USGS	14092500	8/13/52	12.8	A	12.2	A			4350	A
USGS	14092500	8/14/52	13.3	A	12.2	A			4400	A
USGS	14092500	8/15/52	12.8	A	11.7	A			4390	A
USGS	14092500	8/16/52	12.8	A	11.1	A			4370	A
USGS	14092500	8/17/52	12.8	A	11.1	A			4350	A
USGS	14092500	8/18/52	12.8	A	11.1	A			4390	A
USGS	14092500	8/19/52	12.2	A	11.1	A			4420	A
USGS	14092500	8/20/52	12.2	A	11.1	A			4450	A
USGS	14092500	8/21/52	12.2	A	11.1	A			4450	A
USGS	14092500	8/22/52	12.8	A	11.7	A			4450	A
USGS	14092500	8/23/52	12.8	A	11.7	A			4500	A
USGS	14092500	8/24/52	12.8	A	11.7	A			4510	A
USGS	14092500	8/25/52	12.2	A	10.6	A			4530	A
USGS	14092500	8/26/52	12.2	A	10.6	A			4480	A
USGS	14092500	8/27/52	11.1	A	10	A			4290	A
USGS	14092500	8/28/52	11.7	A	10	A			4240	A
USGS	14092500	8/29/52	11.7	A	10.6	A			4260	A
USGS	14092500	8/30/52	11.7	A	10	A			4240	A
USGS	14092500	8/31/52	11.1	A	10	A			4160	A
USGS	14092500	9/1/52	11.1	A	10	A			4120	A
USGS	14092500	9/2/52	11.7	A	10	A			4100	A
USGS	14092500	9/3/52	12.2	A	11.1	A			4120	A
USGS	14092500	9/4/52	12.2	A	11.1	A			4150	A
USGS	14092500	9/5/52	11.7	A	10.6	A			4210	A
USGS	14092500	9/6/52	11.7	A	10.6	A			4160	A
USGS	14092500	9/7/52	11.7	A	11.1	A			4180	A
USGS	14092500	9/8/52	11.7	A	11.1	A			4230	A
USGS	14092500	9/9/52	11.7	A	10.6	A			4340	A
USGS	14092500	9/10/52	11.1	A	10.6	A			4350	A
USGS	14092500	9/11/52	11.7	A	10.6	A			4400	A
USGS	14092500	9/12/52	11.7	A	10.6	A			4430	A
USGS	14092500	9/13/52	11.7	A	10.6	A			4450	A
USGS	14092500	9/14/52	11.7	A	10.6	A			4450	A
USGS	14092500	9/15/52	12.2	A	11.1	A			4420	A
USGS	14092500	9/16/52	12.8	A	11.7	A			4450	A
USGS	14092500	9/17/52	12.8	A	11.7	A			4450	A
USGS	14092500	9/18/52	12.8	A	11.7	A			4390	A
USGS	14092500	9/19/52	12.8	A	12.2	A			4340	A
USGS	14092500	9/20/52	12.8	A	12.2	A			4310	A
USGS	14092500	9/21/52	12.8	A	12.2	A			4210	A
USGS	14092500	9/22/52	12.2	A	11.7	A			4150	A
USGS	14092500	9/23/52	12.2	A	11.7	A			4160	A
USGS	14092500	9/24/52	12.2	A	11.7	A			4140	A
USGS	14092500	9/25/52	12.2	A	11.7	A			4100	A
USGS	14092500	9/26/52	12.8	A	11.7	A			4100	A
USGS	14092500	9/27/52	12.2	A	11.1	A			4060	A
USGS	14092500	9/28/52	11.7	A	11.1	A			4030	A
USGS	14092500	9/29/52	11.7	A	10.6	A			3960	A
USGS	14092500	9/30/52	11.7	A	10.6	A			3960	A
USGS	14092500	10/1/52	11.7	A	10.6	A			3920	A
USGS	14092500	10/2/52	11.7	A	10.6	A			3900	A
USGS	14092500	10/3/52	11.7	A	10.6	A			3880	A
USGS	14092500	10/4/52	11.7	A	10.6	A			3860	A
USGS	14092500	10/5/52	11.1	A	10.6	A			3850	A
USGS	14092500	10/6/52	11.1	A	10.6	A			3840	A
USGS	14092500	10/7/52	11.1	A	10.6	A			3780	A
USGS	14092500	10/8/52	11.1	A	10.6	A			3740	A
USGS	14092500	10/9/52	11.1	A	10.6	A			3740	A
USGS	14092500	10/10/52	11.1	A	10.6	A			3730	A
USGS	14092500	10/11/52	11.1	A	10.6	A			3740	A
USGS	14092500	10/12/52	11.1	A	10.6	A			3760	A
USGS	14092500	10/13/52	10.6	A	10	A			3780	A
USGS	14092500	10/14/52	10.6	A	10	A			3780	A
USGS	14092500	10/15/52	10	A	9.4	A			3820	A
USGS	14092500	10/16/52	10.6	A	10	A			3860	A
USGS	14092500	10/17/52	10.6	A	10	A			3920	A
USGS	14092500	10/18/52	10.6	A	10.6	A			3920	A
USGS	14092500	10/19/52	11.1	A	10.6	A			3920	A
USGS	14092500	10/20/52	11.1	A	10.6	A			4100	A
USGS	14092500	10/21/52	11.1	A	10.6	A			4200	A
USGS	14092500	10/22/52	11.1	A	10.6	A			4160	A
USGS	14092500	10/23/52	11.1	A	10.6	A			4100	A
USGS	14092500	10/24/52	10.6	A	10.6	A			4090	A
USGS	14092500	10/25/52	10.6	A	9.4	A			4080	A
USGS	14092500	10/26/52	10	A	9.4	A			4060	A
USGS	14092500	10/27/52	10	A	9.4	A			4060	A
USGS	14092500	10/28/52	10	A	9.4	A			4060	A
USGS	14092500	10/29/52	10	A	9.4	A			4100	A
USGS	14092500	10/30/52	10	A	10	A			4120	A
USGS	14092500	10/31/52	10	A	10	A			4060	A
USGS	14092500	11/1/52	10	A	8.9	A			4090	A
USGS	14092500	11/2/52	8.9	A	8.3	A			4420	A
USGS	14092500	11/3/52	8.9	A	8.3	A			4140	A
USGS	14092500	11/4/52	8.9	A	8.3	A			4090	A
USGS	14092500	11/5/52	8.9	A	8.9	A			4100	A
USGS	14092500	11/6/52	8.9	A	8.9	A			4260	A
USGS	14092500	11/7/52	8.9	A	8.3	A			4420	A
USGS	14092500	11/8/52	8.3	A	7.8	A			4420	A
USGS	14092500	11/9/52	8.3	A	7.8	A			4420	A
USGS	14092500	11/10/52	8.3	A	7.8	A			4450	A
USGS	14092500	11/11/52	8.9	A	8.3	A			4450	A
USGS	14092500	11/12/52	8.9	A	8.9	A			4470	A
USGS	14092500	11/13/52	8.9	A	8.3	A			4480	A
USGS	14092500	11/14/52	8.3	A	8.3	A			4500	A
USGS	14092500	11/15/52	8.3	A	8.3	A			4500	A
USGS	14092500	11/16/52	8.3	A	7.8	A			4480	A
USGS	14092500	11/17/52	7.8	A	7.8	A			4430	A
USGS	14092500	11/18/52	7.8	A	7.8	A			4430	A
USGS	14092500	11/19/52	7.8	A	7.8	A			4430	A
USGS	14092500	11/20/52	7.8	A	7.8	A			4420	A
USGS	14092500	11/21/52	7.8	A	7.8	A			4400	A
USGS	14092500	11/22/52	7.8	A	7.2	A			4340	A
USGS	14092500	11/23/52	7.2	A	6.7	A			4320	A
USGS	14092500	11/24/52	6.7	A	6.7	A			4320	A
USGS	14092500	11/25/52	6.7	A	6.7	A			4320	A
USGS	14092500	11/26/52	6.7	A	6.7	A			4340	A
USGS	14092500	11/27/52	6.7	A	6.7	A			4340	A
USGS	14092500	11/28/52	6.7	A	6.7	A			4320	A
USGS	14092500	11/29/52	6.7	A	6.7	A			4320	A
USGS	14092500	11/30/52	6.7	A	6.7	A			4320	A
USGS	14092500	12/1/52	6.7	A	6.7	A			4420	A
USGS	14092500	12/2/52	7.8	A	6.7	A			4240	A
USGS	14092500	12/3/52	7.8	A	7.8	A			4000	A
USGS	14092500	12/4/52	7.8	A	7.8	A			4000	A
USGS	14092500	12/5/52	8.3	A	7.8	A			3960	A
USGS	14092500	12/6/52	8.3	A	7.8	A			4100	A
USGS	14092500	12/7/52	7.8	A	7.8	A			4630	A
USGS	14092500	12/8/52	7.8	A	7.8	A			4480	A
USGS	14092500	12/9/52	7.8	A	7.2	A			4480	A
USGS	14092500	12/10/52	7.8	A	7.2	A			4580	A
USGS	14092500	12/11/52	8.3	A	7.8	A			4580	A
USGS	14092500	12/12/52	8.3	A	7.8	A			4630	A
USGS	14092500	12/13/52	8.3	A	8.3	A			4530	A
USGS	14092500	12/14/52	8.3	A	7.8	A			4470	A
USGS	14092500	12/15/52	7.8	A	7.8	A			4430	A
USGS	14092500	12/16/52	7.8	A	7.8	A			4450	A
USGS	14092500	12/17/52	7.8	A	7.2	A			4480	A
USGS	14092500	12/18/52	7.2	A	7.2	A			4480	A
USGS	14092500	12/19/52	7.2	A	7.2	A			4470	A
USGS	14092500	12/20/52	7.2	A	7.2	A			4480	A
USGS	14092500	12/21/52	7.2	A	7.2	A			4470	A
USGS	14092500	12/22/52	7.2	A	7.2	A			4470	A
USGS	14092500	12/23/52	7.2	A	7.2	A			4420	A
USGS	14092500	12/24/52	7.2	A	6.7	A			4400	A
USGS	14092500	12/25/52	6.7	A	6.7	A			4340	A
USGS	14092500	12/26/52	6.7	A	6.7	A			4400	A
USGS	14092500	12/27/52	6.7	A	6.7	A			4420	A
USGS	14092500	12/28/52	6.7	A	6.1	A			4420	A
USGS	14092500	12/29/52	7.2	A	6.7	A			4500	A
USGS	14092500	12/30/52	7.8	A	7.2	A			4240	A
USGS	14092500	12/31/52	7.8	A	7.2	A			4000	A
USGS	14092500	1/1/53	7.8	A	7.8	A			3940	A
USGS	14092500	1/2/53	8.3	A	7.2	A			4080	A
USGS	14092500	1/3/53	8.3	A	7.8	A			4100	A
USGS	14092500	1/4/53	8.3	A	7.8	A			4320	A
USGS	14092500	1/5/53	7.8	A	7.2	A			4370	A
USGS	14092500	1/6/53	7.8	A	7.2	A			4400	A
USGS	14092500	1/7/53	7.8	A	7.8	A			4510	A
USGS	14092500	1/8/53	7.8	A	7.8	A			4670	A
USGS	14092500	1/9/53	7.8	A	7.8	A			5590	A
USGS	14092500	1/10/53	7.8	A	7.2	A			5300	A
USGS	14092500	1/11/53	7.8	A	7.2	A			5570	A
USGS	14092500	1/12/53	7.8	A	7.8	A			5660	A
USGS	14092500	1/13/53	7.8	A	7.2	A			5720	A
USGS	14092500	1/14/53	7.8	A	7.2	A			5640	A
USGS	14092500	1/15/53	7.2	A	7.2	A			5550	A
USGS	14092500	1/16/53	7.2	A	7.2	A			5450	A
USGS	14092500	1/17/53	7.8	A	7.2	A			5600	A
USGS	14092500	1/18/53	7.8	A	6.7	A			6970	A
USGS	14092500	1/19/53	6.7	A	6.7	A			8980	A
USGS	14092500	1/20/53	6.7	A	6.1	A			9430	A
USGS	14092500	1/21/53	6.1	A	6.1	A			8800	A
USGS	14092500	1/22/53	6.7	A	6.1	A			8240	A
USGS	14092500	1/23/53	6.7	A	6.7	A			7460	A
USGS	14092500	1/24/53	6.7	A	6.7	A			6570	A
USGS	14092500	1/25/53	6.7	A	6.7	A			6230	A
USGS	14092500	1/26/53	6.7	A	6.7	A			6000	A
USGS	14092500	1/27/53	6.7	A	6.1	A			5760	A
USGS	14092500	1/28/53	6.7	A	6.1	A			5880	A
USGS	14092500	1/29/53	7.2	A	6.7	A			5890	A
USGS	14092500	1/30/53	7.8	A	7.2	A			5860	A
USGS	14092500	1/31/53	7.8	A	7.2	A			5910	A
USGS	14092500	2/1/53	7.8	A	7.2	A			6190	A
USGS	14092500	2/2/53	7.2	A	7.2	A			6250	A
USGS	14092500	2/3/53	7.2	A	7.2	A			7180	A
USGS	14092500	2/4/53	7.2	A	6.7	A			8120	A
USGS	14092500	2/5/53	7.2	A	6.7	A			8920	A
USGS	14092500	2/6/53	7.2	A	6.7	A			8820	A
USGS	14092500	2/7/53	7.2	A	7.2	A			8840	A
USGS	14092500	2/8/53	7.2	A	6.7	A			9130	A
USGS	14092500	2/9/53	6.7	A	6.1	A			9200	A
USGS	14092500	2/10/53	6.1	A	6.1	A			8080	A
USGS	14092500	2/11/53	6.7	A	6.1	A			7290	A
USGS	14092500	2/12/53	6.7	A	6.7	A			6930	A
USGS	14092500	2/13/53	7.2	A	6.7	A			6710	A
USGS	14092500	2/14/53	7.8	A	7.2	A			6480	A
USGS	14092500	2/15/53	7.8	A	7.2	A			6340	A
USGS	14092500	2/16/53	7.8	A	7.2	A			6170	A
USGS	14092500	2/17/53	7.8	A	6.7	A			6390	A
USGS	14092500	2/18/53	6.7	A	6.7	A			6260	A
USGS	14092500	2/19/53	6.7	A	6.1	A			6030	A
USGS	14092500	2/20/53	6.7	A	6.7	A			5860	A
USGS	14092500	2/21/53	7.2	A	6.7	A			5840	A
USGS	14092500	2/22/53	7.2	A	6.7	A			5910	A
USGS	14092500	2/23/53	7.2	A	6.7	A			5840	A
USGS	14092500	2/24/53	7.2	A	6.7	A			5790	A
USGS	14092500	2/25/53	7.2	A	6.7	A			5740	A
USGS	14092500	2/26/53	7.8	A	7.2	A			5640	A
USGS	14092500	2/27/53	8.9	A	7.8	A			5320	A
USGS	14092500	2/28/53	9.4	A	8.9	A			5320	A
USGS	14092500	3/1/53	8.9	A	8.3	A			5330	A
USGS	14092500	3/2/53	8.3	A	7.8	A			5320	A
USGS	14092500	3/3/53	8.3	A	7.8	A			5400	A
USGS	14092500	3/4/53	8.9	A	8.3	A			5400	A
USGS	14092500	3/5/53	8.9	A	8.3	A			5400	A
USGS	14092500	3/6/53	8.9	A	8.9	A			5400	A
USGS	14092500	3/7/53	9.4	A	8.9	A			5380	A
USGS	14092500	3/8/53	9.4	A	9.4	A			5350	A
USGS	14092500	3/9/53	10	A	9.4	A			5550	A
USGS	14092500	3/10/53	10	A	10	A			5810	A
USGS	14092500	3/11/53	10	A	9.4	A			6000	A
USGS	14092500	3/12/53	9.4	A	9.4	A			5930	A
USGS	14092500	3/13/53	9.4	A	8.9	A			5760	A
USGS	14092500	3/14/53	8.9	A	8.3	A			5620	A
USGS	14092500	3/15/53	8.9	A	8.3	A			5520	A
USGS	14092500	3/16/53	8.9	A	8.9	A			5590	A
USGS	14092500	3/17/53	8.9	A	8.3	A			5590	A
USGS	14092500	3/18/53	8.9	A	8.3	A			5590	A
USGS	14092500	3/19/53	8.9	A	8.9	A			5540	A
USGS	14092500	3/20/53	8.9	A	8.3	A			5600	A
USGS	14092500	3/21/53	8.9	A	8.3	A			5590	A
USGS	14092500	3/22/53	8.9	A	8.9	A			5540	A
USGS	14092500	3/23/53	10	A	8.9	A			5550	A
USGS	14092500	3/24/53	10	A	9.4	A			5890	A
USGS	14092500	3/25/53	10	A	9.4	A			6620	A
USGS	14092500	3/26/53	9.4	A	9.4	A			6930	A
USGS	14092500	3/27/53	10	A	9.4	A			6700	A
USGS	14092500	3/28/53	10	A	9.4	A			6480	A
USGS	14092500	3/29/53	10	A	8.9	A			6770	A
USGS	14092500	3/30/53	9.4	A	9.4	A			6680	A
USGS	14092500	3/31/53	9.4	A	8.9	A			6700	A
USGS	14092500	4/1/53	9.4	A	8.9	A			6680	A
USGS	14092500	4/2/53	9.4	A	8.9	A			6250	A
USGS	14092500	4/3/53	10.6	A	9.4	A			6210	A
USGS	14092500	4/4/53	11.1	A	10.6	A			6320	A
USGS	14092500	4/5/53	11.1	A	10.6	A			6590	A
USGS	14092500	4/6/53	11.1	A	10.6	A			6770	A
USGS	14092500	4/7/53	10.6	A	9.4	A			6910	A
USGS	14092500	4/8/53	9.4	A	8.9	A			6350	A
USGS	14092500	4/9/53	9.4	A	8.9	A			6010	A
USGS	14092500	4/10/53	9.4	A	8.9	A			5780	A
USGS	14092500	4/11/53	10	A	9.4	A			5570	A
USGS	14092500	4/12/53	10	A	9.4	A			5400	A
USGS	14092500	4/13/53	10	A	10	A			5200	A
USGS	14092500	4/14/53	10.6	A	10	A			5040	A
USGS	14092500	4/15/53	10.6	A	10	A			4870	A
USGS	14092500	4/16/53	10.6	A	10.6	A			4790	A
USGS	14092500	4/17/53	11.7	A	10.6	A			4820	A
USGS	14092500	4/18/53	12.2	A	11.1	A			5160	A
USGS	14092500	4/19/53	12.2	A	11.7	A			5320	A
USGS	14092500	4/20/53	13.3	A	12.2	A			5600	A
USGS	14092500	4/21/53	13.3	A	12.2	A			5890	A
USGS	14092500	4/22/53	13.3	A	12.8	A			6370	A
USGS	14092500	4/23/53	12.8	A	11.7	A			6590	A
USGS	14092500	4/24/53	12.8	A	11.7	A			6680	A
USGS	14092500	4/25/53	12.8	A	12.2	A			6460	A
USGS	14092500	4/26/53	12.2	A	12.2	A			6260	A
USGS	14092500	4/27/53	12.2	A	12.2	A			6390	A
USGS	14092500	4/28/53	12.2	A	11.1	A			7220	A
USGS	14092500	4/29/53	11.1	A	10	A			8760	A
USGS	14092500	4/30/53	10	A	9.4	A			7980	A
USGS	14092500	5/1/53	10.6	A	10	A			6970	A
USGS	14092500	5/2/53	11.1	A	10	A			6250	A
USGS	14092500	5/3/53	12.2	A	10.6	A			5830	A
USGS	14092500	5/4/53	13.3	A	11.7	A			5570	A
USGS	14092500	5/5/53	13.9	A	12.2	A			5420	A
USGS	14092500	5/6/53	13.9	A	12.8	A			5400	A
USGS	14092500	5/7/53	13.3	A	12.2	A			5400	A
USGS	14092500	5/8/53	12.2	A	11.7	A			5440	A
USGS	14092500	5/9/53	11.7	A	10.6	A			5330	A
USGS	14092500	5/10/53	11.7	A	10.6	A			5150	A
USGS	14092500	5/11/53	12.2	A	10.6	A			5010	A
USGS	14092500	5/12/53	12.8	A	11.1	A			4900	A
USGS	14092500	5/13/53	12.8	A	11.7	A			4800	A
USGS	14092500	5/14/53	12.2	A	11.7	A			4750	A
USGS	14092500	5/15/53	12.8	A	11.7	A			4880	A
USGS	14092500	5/16/53	13.3	A	12.2	A			4900	A
USGS	14092500	5/17/53	13.9	A	12.8	A			4900	A
USGS	14092500	5/18/53	13.9	A	12.8	A			4880	A
USGS	14092500	5/19/53	13.3	A	12.2	A			4960	A
USGS	14092500	5/20/53	12.2	A	11.7	A			5200	A
USGS	14092500	5/21/53	12.2	A	11.7	A			5590	A
USGS	14092500	5/22/53	12.2	A	11.1	A			5520	A
USGS	14092500	5/23/53	12.2	A	11.1	A			5520	A
USGS	14092500	5/24/53	11.7	A	11.1	A			5520	A
USGS	14092500	5/25/53	11.7	A	11.1	A			5720	A
USGS	14092500	5/26/53	11.7	A	10.6	A			6080	A
USGS	14092500	5/27/53	11.1	A	10.6	A			6320	A
USGS	14092500	5/28/53	12.8	A	11.1	A			6430	A
USGS	14092500	5/29/53	13.9	A	12.2	A			6210	A
USGS	14092500	5/30/53	13.3	A	12.2	A			5840	A
USGS	14092500	5/31/53	13.3	A	12.2	A			5660	A
USGS	14092500	6/1/53	13.3	A	12.8	A			5570	A
USGS	14092500	6/2/53	13.3	A	12.2	A			5590	A
USGS	14092500	6/3/53	13.3	A	12.2	A			5500	A
USGS	14092500	6/4/53	12.8	A	12.2	A			5300	A
USGS	14092500	6/5/53	12.8	A	12.2	A			5160	A
