"","Date_time","Mean Temperature","Year","Season","SUMMER.STEELHEAD_Hatchery","SUMMER.STEELHEAD_Wild","SUMMER.STEELHEAD_RM","SUMMER.STEELHEAD_LM","SPRING.CHINOOK_Hachery","SPRING.CHINOOK_Wild","SPRING.CHINOOK_RM","SPRING.CHINOOK_LM","Sockeye_NoMark","Sockeye_RM","Sockeye_LM","Fall.Chinook","Bull.Trout","Rainbow.Trout","Total"
"120",2014-10-22,12.5,2014,"Fall",45,4,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,10,94
"121",2014-10-24,12.3,2014,"Fall",36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,62
"122",2014-10-27,12,2014,"Fall",58,4,1,NA,NA,NA,NA,NA,NA,NA,NA,70,1,9,143
"123",2014-10-29,11.9,2014,"Fall",87,2,2,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,9,131
"124",2014-10-31,11.8,2014,"Fall",39,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41,1,6,88
"125",2014-11-03,11.6,2014,"Fall",21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1,6,96
"126",2014-11-05,11.5,2014,"Fall",18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,5,57
"127",2014-11-07,11.5,2014,"Fall",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,7,73
"128",2014-11-10,11.7,2014,"Fall",38,2,3,NA,NA,NA,NA,NA,NA,NA,NA,107,1,11,162
"129",2014-11-11,11.4,2014,"Fall",26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,59
"130",2014-11-12,11,2014,"Fall",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,69
"131",2014-11-17,9.6,2014,"Fall",39,3,1,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,5,228
"132",2014-11-18,9.4,2014,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,17
"133",2014-11-19,9.4,2014,"Fall",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,42
"134",2014-11-21,9.3,2014,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,53
"135",2014-11-24,9.4,2014,"Fall",34,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,107,NA,1,143
"136",2014-11-26,9.5,2014,"Fall",79,1,6,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,6,156
"137",2014-11-28,9.6,2014,"Fall",47,1,1,1,NA,NA,NA,NA,NA,NA,NA,53,NA,8,111
"138",2014-12-01,9.1,2014,"Fall",69,1,NA,1,NA,NA,NA,NA,NA,NA,NA,69,1,8,149
"139",2014-12-03,8.8,2014,"Fall",76,1,NA,1,NA,NA,NA,NA,NA,NA,NA,21,NA,4,103
"140",2014-12-05,8.6,2014,"Fall",42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,3,73
"141",2014-12-08,8.5,2014,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,4,53
"142",2014-12-10,8.7,2014,"Fall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,9,51
"143",2014-12-12,8.7,2014,"Fall",29,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,13,84
"144",2014-12-15,8.6,2014,"Fall",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,13
"145",2014-12-17,8.3,2014,"Fall",11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,14
"146",2014-12-19,8.2,2014,"Fall",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4
"147",2014-12-22,8.4,2014,"Winter",70,NA,4,1,NA,NA,NA,NA,NA,NA,NA,19,NA,22,116
"148",2014-12-24,8.3,2014,"Winter",119,5,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,22,160
"149",2014-12-26,7.9,2014,"Winter",60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10,76
"150",2014-12-29,7.6,2014,"Winter",67,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,16,95
"151",2014-12-31,7.2,2014,"Winter",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,4,31
"152",2015-01-02,6.5,2015,"Winter",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,5,24
"153",2015-01-05,6.8,2015,"Winter",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,51
"154",2015-01-07,6.8,2015,"Winter",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,12,90
"155",2015-01-09,6.7,2015,"Winter",49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,60
"156",2015-01-12,6.8,2015,"Winter",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,10,59
"157",2015-01-14,7.1,2015,"Winter",29,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,42
"158",2015-01-16,7,2015,"Winter",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,55
"159",2015-01-19,7.2,2015,"Winter",84,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,93
"160",2015-01-22,7.5,2015,"Winter",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,30,124
"161",2015-01-23,7.3,2015,"Winter",19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,26
"162",2015-01-26,7.1,2015,"Winter",36,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,13,55
"163",2015-01-28,7.4,2015,"Winter",41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,54
"164",2015-01-30,7.3,2015,"Winter",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,50
"165",2015-02-02,7.1,2015,"Winter",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,51
"166",2015-02-04,7.3,2015,"Winter",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,55
"167",2015-02-06,7.6,2015,"Winter",54,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,72
"168",2015-02-09,7.8,2015,"Winter",70,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,105
"169",2015-02-11,7.5,2015,"Winter",84,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,100
"170",2015-02-13,7.6,2015,"Winter",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33
"171",2015-02-16,7.7,2015,"Winter",36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,48
"172",2015-02-18,7.7,2015,"Winter",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,30
"173",2015-02-20,7.7,2015,"Winter",22,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,32
"174",2015-02-23,7.7,2015,"Winter",37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,48
"175",2015-02-25,7.4,2015,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,33
"176",2015-02-27,7.7,2015,"Winter",15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,22
"177",2015-03-02,7.8,2015,"Winter",32,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,40
"178",2015-03-04,7.4,2015,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17
"179",2015-03-06,7.5,2015,"Winter",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22
"180",2015-03-09,8.1,2015,"Winter",34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38
"181",2015-03-11,8.3,2015,"Winter",40,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46
"182",2015-03-13,8.5,2015,"Winter",20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,38
"183",2015-03-16,8.9,2015,"Winter",30,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,68
"184",2015-03-18,9.2,2015,"Winter",18,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,49
"185",2015-03-20,9,2015,"Spring",7,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14
"186",2015-03-23,9.3,2015,"Spring",15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,48
"187",2015-03-25,9.5,2015,"Spring",19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,33
"188",2015-03-27,9.8,2015,"Spring",13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,23
"189",2015-03-30,9.9,2015,"Spring",23,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,8,52
"190",2015-04-01,9.9,2015,"Spring",12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21
"191",2015-04-03,10.1,2015,"Spring",4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,24
"192",2015-04-06,9.9,2015,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9
"193",2015-04-08,10,2015,"Spring",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17
"194",2015-04-10,10,2015,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"195",2015-04-13,10.1,2015,"Spring",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19
"196",2015-04-15,10.3,2015,"Spring",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7
"197",2015-04-17,10.5,2015,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10
"198",2015-04-20,10.7,2015,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9
"199",2015-04-22,10.7,2015,"Spring",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8
"200",2015-04-24,10.6,2015,"Spring",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7
"201",2015-04-27,11.3,2015,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
"202",2015-04-29,11.3,2015,"Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8
"203",2015-05-01,11.6,2015,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8
"204",2015-05-04,12.1,2015,"Spring",NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,15
"205",2015-05-06,11.9,2015,"Spring",1,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,4,11
"206",2015-05-08,12.6,2015,"Spring",NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,1,6
"207",2015-05-11,12.2,2015,"Spring",NA,1,NA,NA,13,1,2,1,NA,NA,NA,NA,NA,6,24
"208",2015-05-13,12.1,2015,"Spring",NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA,11
"209",2015-05-15,12,2015,"Spring",NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,4,11
"210",2015-05-18,11.9,2015,"Spring",NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,4,12
"211",2015-05-20,11.9,2015,"Spring",NA,NA,NA,NA,20,1,6,NA,NA,NA,NA,NA,NA,5,32
"212",2015-05-22,12.1,2015,"Spring",NA,NA,NA,NA,15,2,2,2,NA,NA,NA,NA,NA,10,31
"213",2015-05-24,12.4,2015,"Spring",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"214",2015-05-26,12.4,2015,"Spring",NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,5,12
"215",2015-05-27,12.5,2015,"Spring",NA,NA,NA,NA,14,2,1,NA,NA,NA,NA,NA,NA,3,20
"216",2015-05-29,13,2015,"Spring",NA,NA,NA,NA,25,5,3,NA,NA,NA,NA,NA,NA,1,34
"217",2015-06-01,13.9,2015,"Spring",NA,NA,NA,NA,40,NA,2,3,NA,NA,NA,NA,NA,3,48
"218",2015-06-03,13.6,2015,"Spring",NA,NA,NA,NA,31,NA,1,NA,NA,NA,NA,NA,1,13,46
"219",2015-06-05,13.8,2015,"Spring",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,22,35
"220",2015-06-08,13.2,2015,"Spring",NA,NA,NA,NA,30,2,1,1,NA,NA,NA,NA,NA,6,40
"221",2015-06-10,13.2,2015,"Spring",NA,NA,NA,NA,15,3,1,NA,NA,NA,NA,NA,NA,6,25
"222",2015-06-12,12.8,2015,"Spring",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,13
"223",2015-06-15,13,2015,"Spring",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,7,22
"224",2015-06-17,13.1,2015,"Spring",NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,1,7,35
"225",2015-06-19,13.3,2015,"Spring",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,1,16
"226",2015-06-22,13.7,2015,"Summer",NA,NA,NA,NA,39,2,3,NA,NA,NA,NA,1,NA,5,50
"227",2015-06-24,14.1,2015,"Summer",NA,NA,NA,NA,18,4,NA,NA,NA,NA,NA,NA,NA,1,23
"228",2015-06-26,14.4,2015,"Summer",NA,1,NA,NA,43,3,NA,2,NA,NA,NA,NA,1,10,60
"229",2015-06-29,14.7,2015,"Summer",NA,NA,NA,NA,74,8,NA,1,NA,NA,NA,NA,NA,1,84
"230",2015-07-01,14.9,2015,"Summer",NA,NA,NA,NA,37,10,NA,1,NA,NA,NA,1,1,2,52
"231",2015-07-02,15,2015,"Summer",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2,15
"232",2015-07-06,15,2015,"Summer",NA,NA,NA,NA,64,6,NA,2,NA,NA,NA,2,3,1,78
"233",2015-07-08,15.4,2015,"Summer",NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,NA,1,4,40
"234",2015-07-10,14.7,2015,"Summer",NA,NA,NA,NA,31,3,1,NA,NA,NA,NA,NA,NA,12,47
"235",2015-07-13,13.6,2015,"Summer",NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,1,1,27
"236",2015-07-15,13.3,2015,"Summer",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,1,2,20
"237",2015-07-17,12.7,2015,"Summer",NA,NA,NA,NA,17,4,NA,NA,NA,NA,NA,NA,2,2,25
"238",2015-07-20,12.6,2015,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,11
"239",2015-07-22,12.7,2015,"Summer",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,11
"240",2015-07-24,12.7,2015,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,3,18
"241",2015-07-27,12.6,2015,"Summer",NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,8
"242",2015-07-31,13.3,2015,"Summer",NA,NA,NA,NA,16,4,NA,NA,NA,1,NA,NA,1,NA,22
"243",2015-08-03,13.3,2015,"Summer",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"244",2015-08-05,13.4,2015,"Summer",NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,2,NA,18
"245",2015-08-07,13.3,2015,"Summer",NA,NA,NA,NA,25,4,1,1,NA,NA,NA,NA,1,3,35
"246",2015-08-10,13.3,2015,"Summer",NA,NA,NA,NA,19,4,NA,NA,1,NA,NA,NA,1,NA,25
"247",2015-08-12,13.5,2015,"Summer",1,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,1,3,16
"248",2015-08-14,13.4,2015,"Summer",NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,9
"249",2015-08-17,13.5,2015,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"250",2015-08-19,13.6,2015,"Summer",2,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA,NA,NA,31
"251",2015-08-21,13.5,2015,"Summer",1,NA,NA,NA,15,5,NA,NA,4,NA,1,NA,2,NA,28
"252",2015-08-24,13.4,2015,"Summer",NA,NA,NA,NA,23,3,NA,NA,2,NA,2,NA,1,NA,31
"253",2015-08-26,13.2,2015,"Summer",NA,NA,NA,NA,3,2,NA,NA,4,2,NA,NA,NA,1,12
"254",2015-08-28,13.1,2015,"Summer",NA,NA,NA,NA,24,2,NA,NA,2,NA,1,NA,1,NA,30
"255",2015-08-31,13,2015,"Summer",NA,NA,NA,NA,11,3,NA,NA,3,NA,NA,NA,NA,NA,17
"256",2015-09-02,13.2,2015,"Summer",NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"257",2015-09-04,13.1,2015,"Summer",NA,NA,NA,NA,9,5,NA,NA,1,NA,1,1,NA,1,18
"258",2015-09-09,13.3,2015,"Summer",NA,NA,NA,NA,2,1,NA,NA,2,NA,1,NA,NA,NA,6
"259",2015-09-11,13.3,2015,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3
"260",2015-09-14,13.3,2015,"Summer",2,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,6
"261",2015-09-16,13.3,2015,"Summer",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4
"262",2015-09-18,13.3,2015,"Summer",3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4
"263",2015-09-21,13.4,2015,"Summer",3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7
"264",2015-09-23,13.4,2015,"Fall",5,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,11
"265",2015-09-25,13.4,2015,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,15
"266",2015-09-28,13.3,2015,"Fall",17,NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,7,29
"267",2015-09-30,13.2,2015,"Fall",13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,4,24
"268",2015-10-02,13.2,2015,"Fall",13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,20
"269",2015-10-03,13,2015,"Fall",14,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4,28
"270",2015-10-05,13.1,2015,"Fall",13,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,NA,5,24
"271",2015-10-05,13.1,2015,"Fall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,9,50
"272",2015-10-06,13.1,2015,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,3,9
"273",2015-10-07,13,2015,"Fall",6,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,5,18
"274",2015-10-09,13.1,2015,"Fall",14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,16,NA,NA,33
"275",2015-10-10,13.1,2015,"Fall",21,NA,NA,1,NA,NA,NA,NA,5,NA,NA,1,NA,2,30
"276",2015-10-12,13.1,2015,"Fall",24,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,7,34
"277",2015-10-12,13.1,2015,"Fall",33,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,NA,16,80
"278",2015-10-14,13,2015,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,26
"279",2015-10-14,13,2015,"Fall",33,2,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,19,75
"280",2015-10-16,12.8,2015,"Fall",13,2,NA,1,NA,NA,NA,NA,NA,NA,NA,21,NA,9,46
"281",2015-10-17,12.8,2015,"Fall",24,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,6,36
"282",2015-10-19,12.7,2015,"Fall",26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,7,58
"283",2015-10-19,12.7,2015,"Fall",75,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,14,117
"284",2015-10-21,12.6,2015,"Fall",13,1,1,1,NA,NA,NA,NA,NA,NA,NA,16,1,6,39
"285",2015-10-21,12.6,2015,"Fall",31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,11,61
"286",2015-10-23,12.5,2015,"Fall",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,11,92
"287",2015-10-24,12.5,2015,"Fall",82,NA,3,NA,NA,NA,NA,NA,1,NA,NA,45,NA,8,139
"288",2015-10-26,12.4,2015,"Fall",32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,4,79
"289",2015-10-26,12.4,2015,"Fall",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,7,81
"290",2015-10-28,12.2,2015,"Fall",18,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,3,29
"291",2015-10-28,12.2,2015,"Fall",50,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,48,NA,10,112
"292",2015-10-30,12.2,2015,"Fall",37,NA,1,1,NA,NA,NA,NA,NA,NA,NA,24,1,10,74
"293",2015-10-31,12.3,2015,"Fall",43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,13,73
"294",2015-11-02,11.9,2015,"Fall",79,1,1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,17,154
"295",2015-11-02,11.9,2015,"Fall",75,2,NA,1,NA,NA,NA,NA,NA,NA,NA,80,1,3,162
"296",2015-11-03,11.8,2015,"Fall",21,NA,2,1,NA,NA,NA,NA,1,NA,NA,22,NA,13,60
"297",2015-11-04,11.6,2015,"Fall",18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,34
"298",2015-11-04,11.6,2015,"Fall",28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,9,85
"299",2015-11-06,11.6,2015,"Fall",31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,10,81
"300",2015-11-07,11.7,2015,"Fall",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,6,80
"301",2015-11-09,11.7,2015,"Fall",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,11,124
"302",2015-11-09,11.7,2015,"Fall",35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,68,NA,21,125
"303",2015-11-10,11.6,2015,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"304",2015-11-11,11.5,2015,"Fall",15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,7,57
"305",2015-11-13,11.4,2015,"Fall",43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,15,141
"306",2015-11-14,11.4,2015,"Fall",62,NA,1,1,NA,NA,NA,NA,NA,NA,NA,93,NA,19,176
"307",2015-11-15,11.2,2015,"Fall",28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,NA,7,47
"308",2015-11-16,11,2015,"Fall",20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,32
"309",2015-11-16,11,2015,"Fall",24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,87,NA,15,128
"310",2015-11-18,10.8,2015,"Fall",47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,11,76
"311",2015-11-18,10.8,2015,"Fall",16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,66,NA,11,96
"312",2015-11-20,10.6,2015,"Fall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,13,104
"313",2015-11-21,10.6,2015,"Fall",31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,5,84
"314",2015-11-23,10.4,2015,"Fall",21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,2,50
"315",2015-11-23,10.4,2015,"Fall",73,1,1,1,NA,NA,NA,NA,NA,NA,NA,117,NA,17,210
"316",2015-11-24,10.2,2015,"Fall",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,3,55
"317",2015-11-25,10,2015,"Fall",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,1,59
"318",2015-11-25,10,2015,"Fall",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,6,66
"319",2015-11-27,9.4,2015,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,1,35
"320",2015-11-28,9.2,2015,"Fall",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,52
"321",2015-11-30,8.7,2015,"Fall",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,7,85
"322",2015-12-04,8.8,2015,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,3,68
"323",2015-12-07,8.9,2015,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,4,58
"324",2015-12-09,9.1,2015,"Fall",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,22,80
"325",2015-12-11,9,2015,"Fall",63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,22,113
"326",2015-12-14,8.7,2015,"Fall",91,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,38,152
"327",2015-12-16,8.5,2015,"Fall",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,12,76
"328",2015-12-18,8.2,2015,"Fall",84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,107
"329",2015-12-21,8.2,2015,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,26
"330",2015-12-24,8,2015,"Winter",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,7,41
"331",2015-12-28,7.7,2015,"Winter",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,7,49
"332",2015-12-30,7.3,2015,"Winter",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,33
"333",2016-01-04,6.8,2016,"Winter",32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,60
"334",2016-01-06,6.7,2016,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,23
"335",2016-01-08,6.7,2016,"Winter",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,12,39
"336",2016-01-11,6.7,2016,"Winter",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5,55
"337",2016-01-13,6.9,2016,"Winter",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,35
"338",2016-01-15,6.7,2016,"Winter",38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,15,57
"339",2016-01-18,6.9,2016,"Winter",35,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,18,60
"340",2016-01-20,6.9,2016,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,33
"341",2016-01-22,7.2,2016,"Winter",88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,47,141
